VS__Z,VS__u,VS__w,VS__ezz,VS__kzz,VS__szz_bot,VS__szz_top,VS__sth_bot,VS__sth_top,S__Z,S__u,S__w,S__ezz,S__kzz,S__szz_bot,S__szz_top,S__sth_bot,S__sth_top,B__Z,B__u,B__w,B__ezz,B__kzz,B__szz_bot,B__szz_top,B__sth_bot,B__sth_top,I__Z,I__u,I__w,I__ezz,I__kzz,I__szz_Iot,I__szz_top,I__sth_Iot,I__sth_top,Q__Z,Q__u,Q__w,Q__ezz,Q__kzz,Q__szz_Qot,Q__szz_top,Q__sth_Qot,Q__sth_top
15587.2,0.242463873,-2.297971148,-0.000108167,-7.07E-10,-17.37868381,-17.37806202,14.18350471,14.18369125,12063.2,0.343304109,-1.482891547,-8.04E-05,-3.60E-09,-10.11945663,-10.11708427,19.85110364,19.85181535,10416,0.305326527,-1.107621651,-4.58E-05,-6.51E-09,-4.14117255,-4.13687909,16.71803215,16.71932019,,,,,,,,,,,,,,,,,,
15594.4,0.242362101,-2.298749614,-0.000108073,-7.07E-10,-17.36071194,-17.36009046,14.18075447,14.18094091,12071.4,0.342958488,-1.483549982,-8.02E-05,-3.60E-09,-10.09559091,-10.09321971,19.8352219,19.83593326,10432,0.304137409,-1.108351924,-4.55E-05,-6.51E-09,-4.10661488,-4.102325093,16.65845136,16.6597383,,,,,,,,,,,,,,,,,,
15601.6,0.242260291,-2.299527404,-0.000107979,-7.07E-10,-17.34274355,-17.3421224,14.17800025,14.1781866,12079.6,0.342612624,-1.484207244,-8.01E-05,-3.59E-09,-10.07174431,-10.06937426,19.8193183,19.82002931,10448,0.302946626,-1.109078005,-4.52E-05,-6.50E-09,-4.072180719,-4.067894604,16.59873554,16.60002138,,,,,,,,,,,,,,,,,,
15608.8,0.242158446,-2.300304516,-0.000107885,-7.06E-10,-17.32477866,-17.32415783,14.17524206,14.17542831,12087.8,0.342266518,-1.484863332,-7.99E-05,-3.59E-09,-10.04791684,-10.04554796,19.80339284,19.8041035,10464,0.301754179,-1.109799902,-4.50E-05,-6.50E-09,-4.037870346,-4.033587903,16.53888469,16.54016943,,,,,,,,,,,,,,,,,,
15616,0.242056563,-2.301080953,-0.000107791,-7.06E-10,-17.30681726,-17.30619675,14.17247989,14.17266604,12096,0.341920171,-1.485518248,-7.98E-05,-3.59E-09,-10.02410854,-10.02174081,19.78744553,19.78815584,10480,0.300560069,-1.110517622,-4.47E-05,-6.49E-09,-4.00368404,-3.999405269,16.47889882,16.48018245,,,,,,,,,,,,,,,,,,
15623.2,0.241954644,-2.301856712,-0.000107697,-7.05E-10,-17.28885937,-17.28823918,14.16971373,14.16989979,12104.2,0.341573583,-1.486171992,-7.97E-05,-3.59E-09,-10.00031943,-9.997952867,19.77147636,19.77218633,10496,0.299364297,-1.11123117,-4.45E-05,-6.48E-09,-3.96962208,-3.965346983,16.41877792,16.42006045,,,,,,,,,,,,,,,,,,
15630.4,0.241852689,-2.302631796,-0.000107604,-7.05E-10,-17.27090498,-17.27028512,14.16694361,14.16712957,12112.4,0.341226753,-1.486824564,-7.95E-05,-3.59E-09,-9.976549545,-9.974184138,19.75548534,19.75619496,10512,0.298166866,-1.111940554,-4.42E-05,-6.48E-09,-3.935684748,-3.931413323,16.35852199,16.35980341,,,,,,,,,,,,,,,,,,
15637.6,0.241750697,-2.303406203,-0.00010751,-7.05E-10,-17.25295411,-17.25233457,14.1641695,14.16435536,12120.6,0.340879682,-1.487475966,-7.94E-05,-3.59E-09,-9.952798901,-9.950434655,19.73947246,19.74018173,10528,0.296967776,-1.11264578,-4.39E-05,-6.47E-09,-3.901872322,-3.897604569,16.29813103,16.29941135,,,,,,,,,,,,,,,,,,
15644.8,0.241648668,-2.304179934,-0.000107416,-7.04E-10,-17.23500676,-17.23438754,14.16139141,14.16157718,12128.8,0.34053237,-1.488126197,-7.92E-05,-3.58E-09,-9.929067529,-9.926704443,19.72343773,19.72414665,10544,0.29576703,-1.113346855,-4.37E-05,-6.47E-09,-3.868185081,-3.863921001,16.23760504,16.23888427,,,,,,,,,,,,,,,,,,
15652,0.241546603,-2.30495299,-0.000107322,-7.04E-10,-17.21706293,-17.21644403,14.15860935,14.15879502,12137,0.340184817,-1.488775258,-7.91E-05,-3.58E-09,-9.905355455,-9.902993529,19.70738114,19.70808972,10560,0.294564627,-1.114043786,-4.34E-05,-6.46E-09,-3.834623306,-3.830362898,16.17694403,16.17822215,,,,,,,,,,,,,,,,,,
15659.2,0.241444501,-2.305725369,-0.000107228,-7.04E-10,-17.19912262,-17.19850405,14.15582331,14.15600888,12145.2,0.339837023,-1.48942315,-7.89E-05,-3.58E-09,-9.881662705,-9.879301939,19.6913027,19.69201093,10576,0.293360571,-1.11473658,-4.32E-05,-6.46E-09,-3.801187275,-3.79693054,16.11614799,16.11742501,,,,,,,,,,,,,,,,,,
15666.4,0.241342363,-2.306497072,-0.000107134,-7.03E-10,-17.18118585,-17.1805676,14.15303329,14.15321877,12153.4,0.339488988,-1.490069872,-7.88E-05,-3.58E-09,-9.857989306,-9.855629699,19.6752024,19.67591028,10592,0.292154862,-1.115425244,-4.29E-05,-6.45E-09,-3.767877269,-3.763624206,16.05521692,16.05649283,,,,,,,,,,,,,,,,,,
15673.6,0.241240188,-2.307268099,-0.00010704,-7.03E-10,-17.16325262,-17.16263469,14.15023929,14.15042467,12161.6,0.339140712,-1.490715427,-7.87E-05,-3.58E-09,-9.834335283,-9.831976836,19.65908024,19.65978778,10608,0.290947501,-1.116109784,-4.27E-05,-6.44E-09,-3.734693568,-3.730444177,15.99415082,15.99542564,,,,,,,,,,,,,,,,,,
15680.8,0.241137977,-2.308038451,-0.000106946,-7.03E-10,-17.14532293,-17.14470532,14.14744132,14.1476266,12169.8,0.338792197,-1.491359813,-7.85E-05,-3.58E-09,-9.810700663,-9.808343375,19.64293623,19.64364342,10624,0.289738491,-1.116790207,-4.24E-05,-6.44E-09,-3.701636449,-3.697390731,15.93294969,15.93422341,,,,,,,,,,,,,,,,,,
15688,0.24103573,-2.308808127,-0.000106853,-7.02E-10,-17.12739679,-17.1267795,14.14463936,14.14482455,12178,0.33844344,-1.492003033,-7.84E-05,-3.57E-09,-9.787085472,-9.784729344,19.62677037,19.62747721,10640,0.288527832,-1.11746652,-4.21E-05,-6.43E-09,-3.668706195,-3.664464149,15.87161354,15.87288615,,,,,,,,,,,,,,,,,,
15695.2,0.240933446,-2.309577128,-0.000106759,-7.02E-10,-17.1094742,-17.10885723,14.14183343,14.14201853,12186.2,0.338094444,-1.492645085,-7.82E-05,-3.57E-09,-9.763489737,-9.761134769,19.61058265,19.61128914,10656,0.287315526,-1.118138731,-4.19E-05,-6.43E-09,-3.635903083,-3.631664709,15.81014236,15.81141387,,,,,,,,,,,,,,,,,,
15702.4,0.240831126,-2.310345453,-0.000106665,-7.01E-10,-17.09155518,-17.09093852,14.13902352,14.13920852,12194.4,0.337745207,-1.493285972,-7.81E-05,-3.57E-09,-9.739913483,-9.737559675,19.59437308,19.59507922,10672,0.286101574,-1.118806845,-4.16E-05,-6.42E-09,-3.603227393,-3.598992692,15.74853615,15.74980656,,,,,,,,,,,,,,,,,,
15709.6,0.240728769,-2.311113102,-0.000106571,-7.01E-10,-17.07363971,-17.07302338,14.13620964,14.13639454,12202.6,0.33739573,-1.493925692,-7.79E-05,-3.57E-09,-9.716356738,-9.71400409,19.57814165,19.57884744,10688,0.284885978,-1.119470871,-4.14E-05,-6.42E-09,-3.570679405,-3.566448377,15.68679491,15.68806422,,,,,,,,,,,,,,,,,,
15716.8,0.240626376,-2.311880077,-0.000106477,-7.01E-10,-17.05572782,-17.0551118,14.13339177,14.13357658,12210.8,0.337046013,-1.494564248,-7.78E-05,-3.57E-09,-9.692819526,-9.690468038,19.56188836,19.56259381,10704,0.28366874,-1.120130814,-4.11E-05,-6.41E-09,-3.538259399,-3.534032044,15.62491865,15.62618685,,,,,,,,,,,,,,,,,,
15724,0.240523947,-2.312646376,-0.000106384,-7.00E-10,-17.03781949,-17.03720379,14.13056993,14.13075464,12219,0.336696057,-1.495201638,-7.77E-05,-3.56E-09,-9.669301876,-9.666951548,19.54561322,19.54631832,10720,0.28244986,-1.120786683,-4.09E-05,-6.41E-09,-3.505967655,-3.501743972,15.56290735,15.56417446,,,,,,,,,,,,,,,,,,
15731.2,0.240421482,-2.313412,-0.00010629,-7.00E-10,-17.01991475,-17.01929937,14.1277441,14.12792872,12227.2,0.33634586,-1.495837865,-7.75E-05,-3.56E-09,-9.645803812,-9.643454644,19.52931622,19.53002097,10736,0.28122934,-1.121438484,-4.06E-05,-6.40E-09,-3.473804451,-3.46958444,15.50076103,15.50202704,,,,,,,,,,,,,,,,,,
15738.4,0.24031898,-2.314176949,-0.000106196,-7.00E-10,-17.00201359,-17.00139852,14.1249143,14.12509882,12235.4,0.335995425,-1.496472928,-7.74E-05,-3.56E-09,-9.622325362,-9.619977353,19.51299737,19.51370177,10752,0.280007182,-1.122086223,-4.04E-05,-6.39E-09,-3.441770067,-3.437553729,15.43847969,15.43974459,,,,,,,,,,,,,,,,,,
15745.6,0.240216442,-2.314941223,-0.000106102,-6.99E-10,-16.98411602,-16.98350127,14.12208053,14.12226495,12243.6,0.335644749,-1.497106828,-7.72E-05,-3.56E-09,-9.598866551,-9.596519702,19.49665666,19.49736072,10768,0.278783387,-1.122729909,-4.01E-05,-6.39E-09,-3.409864784,-3.405652118,15.37606331,15.37732711,,,,,,,,,,,,,,,,,,
15752.8,0.240113867,-2.315704822,-0.000106009,-6.99E-10,-16.96622204,-16.9656076,14.11924277,14.1194271,12251.8,0.335293835,-1.497739565,-7.71E-05,-3.56E-09,-9.575427406,-9.573081717,19.4802941,19.48099781,10784,0.277557956,-1.123369549,-3.99E-05,-6.38E-09,-3.37808888,-3.373879886,15.31351191,15.3147746,,,,,,,,,,,,,,,,,,
15760,0.240011257,-2.316467746,-0.000105915,-6.99E-10,-16.94833167,-16.94771754,14.11640103,14.11658527,12260,0.334942681,-1.498371141,-7.70E-05,-3.56E-09,-9.552007953,-9.549663424,19.46390969,19.46461304,10800,0.27633089,-1.124005148,-3.96E-05,-6.38E-09,-3.346442635,-3.342237314,15.25082547,15.25208707,,,,,,,,,,,,,,,,,,
15767.2,0.23990861,-2.317229996,-0.000105821,-6.98E-10,-16.9304449,-16.92983107,14.11355532,14.11373947,12268.2,0.334591288,-1.499001555,-7.68E-05,-3.55E-09,-9.528608218,-9.526264849,19.44750341,19.44820642,10816,0.275102193,-1.124636715,-3.93E-05,-6.37E-09,-3.314926328,-3.31072468,15.18800401,15.18926451,,,,,,,,,,,,,,,,,,
15774.4,0.239805927,-2.317991571,-0.000105727,-6.98E-10,-16.91256173,-16.91194822,14.11070563,14.11088968,12276.4,0.334239656,-1.499630808,-7.67E-05,-3.55E-09,-9.505228228,-9.502886019,19.43107528,19.43177795,10832,0.273871863,-1.125264257,-3.91E-05,-6.37E-09,-3.283540241,-3.279342265,15.12504753,15.12630692,,,,,,,,,,,,,,,,,,
15781.6,0.239703208,-2.318752472,-0.000105634,-6.98E-10,-16.89468218,-16.89406898,14.10785196,14.10803592,12284.6,0.333887786,-1.500258901,-7.65E-05,-3.55E-09,-9.481868009,-9.479526959,19.4146253,19.41532762,10848,0.272639904,-1.125887781,-3.88E-05,-6.36E-09,-3.252284651,-3.248090347,15.06195601,15.0632143,,,,,,,,,,,,,,,,,,
15788.8,0.239600452,-2.319512698,-0.00010554,-6.97E-10,-16.87680626,-16.87619335,14.10499431,14.10517818,12292.8,0.333535676,-1.500885834,-7.64E-05,-3.55E-09,-9.458527587,-9.456187697,19.39815346,19.39885543,10864,0.271406316,-1.126507293,-3.86E-05,-6.36E-09,-3.221159838,-3.216969207,14.99872947,14.99998666,,,,,,,,,,,,,,,,,,
15796,0.239497661,-2.32027225,-0.000105446,-6.97E-10,-16.85893395,-16.85832135,14.10213268,14.10231646,12301,0.333183328,-1.501511608,-7.62E-05,-3.55E-09,-9.435206989,-9.432868259,19.38165977,19.38236139,10880,0.270171101,-1.127122803,-3.83E-05,-6.35E-09,-3.190166083,-3.185979124,14.9353679,14.93662398,,,,,,,,,,,,,,,,,,
15803.2,0.239394833,-2.321031127,-0.000105353,-6.96E-10,-16.84106528,-16.84045298,14.09926707,14.09945076,12309.2,0.332830741,-1.502136223,-7.61E-05,-3.55E-09,-9.41190624,-9.40956867,19.36514422,19.36584549,10896,0.268934261,-1.127734315,-3.81E-05,-6.34E-09,-3.159303664,-3.155120378,14.8718713,14.87312628,,,,,,,,,,,,,,,,,,
15810.4,0.239291969,-2.32178933,-0.000105259,-6.96E-10,-16.82320024,-16.82258824,14.09639748,14.09658108,12317.4,0.332477916,-1.502759679,-7.60E-05,-3.54E-09,-9.388625367,-9.386288957,19.34860682,19.34930774,10912,0.267695796,-1.128341839,-3.78E-05,-6.34E-09,-3.128572861,-3.124393248,14.80823967,14.80949356,,,,,,,,,,,,,,,,,,
15817.6,0.23918907,-2.32254686,-0.000105166,-6.96E-10,-16.80533884,-16.80472714,14.09352392,14.09370743,12325.6,0.332124853,-1.503381979,-7.58E-05,-3.54E-09,-9.365364397,-9.363029146,19.33204756,19.33274813,10928,0.266455708,-1.128945381,-3.76E-05,-6.33E-09,-3.097973955,-3.093798013,14.74447302,14.7457258,,,,,,,,,,,,,,,,,,
15824.8,0.239086134,-2.323303715,-0.000105072,-6.95E-10,-16.78748108,-16.78686968,14.09064638,14.0908298,12333.8,0.331771552,-1.504003121,-7.57E-05,-3.54E-09,-9.342123355,-9.339789265,19.31546644,19.31616667,10944,0.265214,-1.129544948,-3.73E-05,-6.33E-09,-3.067507223,-3.063334955,14.68057133,14.68182302,,,,,,,,,,,,,,,,,,
15832,0.238983162,-2.324059896,-0.000104978,-6.95E-10,-16.76962698,-16.76901587,14.08776485,14.08794819,12342,0.331418012,-1.504623106,-7.55E-05,-3.54E-09,-9.318902268,-9.316569338,19.29886347,19.29956335,10960,0.263970671,-1.130140548,-3.71E-05,-6.32E-09,-3.037172947,-3.033004351,14.61653462,14.6177852,,,,,,,,,,,,,,,,,,
15839.2,0.238880154,-2.324815404,-0.000104885,-6.95E-10,-16.75177653,-16.75116571,14.08487935,14.0850626,12350.2,0.331064235,-1.505241936,-7.54E-05,-3.54E-09,-9.295701163,-9.293369392,19.28223865,19.28293818,10976,0.262725723,-1.130732188,-3.69E-05,-6.32E-09,-3.006971405,-3.002806482,14.55236289,14.55361236,,,,,,,,,,,,,,,,,,
15846.4,0.23877711,-2.325570238,-0.000104791,-6.94E-10,-16.73392974,-16.73331921,14.08198987,14.08217303,12358.4,0.33071022,-1.50585961,-7.53E-05,-3.53E-09,-9.272520065,-9.270189454,19.26559197,19.26629115,10992,0.261479159,-1.131319876,-3.66E-05,-6.31E-09,-2.976902878,-2.972741627,14.48805612,14.4893045,,,,,,,,,,,,,,,,,,
15853.6,0.23867403,-2.326324398,-0.000104698,-6.94E-10,-16.71608661,-16.71547637,14.07909641,14.07927948,12366.6,0.330355967,-1.506476129,-7.51E-05,-3.53E-09,-9.249359,-9.247029549,19.24892343,19.24962227,11008,0.260230979,-1.131903619,-3.64E-05,-6.31E-09,-2.946967644,-2.942810065,14.42361433,14.4248616,,,,,,,,,,,,,,,,,,
15860.8,0.238570914,-2.327077884,-0.000104604,-6.94E-10,-16.69824716,-16.69763721,14.07619896,14.07638195,12374.8,0.330001477,-1.507091494,-7.50E-05,-3.53E-09,-9.226217996,-9.223889704,19.23223304,19.23293153,11024,0.258981184,-1.132483424,-3.61E-05,-6.30E-09,-2.917165984,-2.913012077,14.3590375,14.36028368,,,,,,,,,,,,,,,,,,
15868,0.238467762,-2.327830698,-0.000104511,-6.93E-10,-16.68041138,-16.67980171,14.07329754,14.07348044,12383,0.329646749,-1.507705705,-7.48E-05,-3.53E-09,-9.203097078,-9.200769946,19.21552079,19.21621893,11040,0.257729777,-1.133059299,-3.59E-05,-6.29E-09,-2.887498176,-2.883347942,14.29432565,14.29557073,,,,,,,,,,,,,,,,,,
15875.2,0.238364574,-2.328582837,-0.000104417,-6.93E-10,-16.66257927,-16.6619699,14.07039214,14.07057495,12391.2,0.329291784,-1.508318763,-7.47E-05,-3.53E-09,-9.179996273,-9.177670301,19.19878669,19.19948448,11056,0.256476758,-1.133631252,-3.56E-05,-6.29E-09,-2.857964501,-2.85381794,14.22947878,14.23072275,,,,,,,,,,,,,,,,,,
15882.4,0.23826135,-2.329334304,-0.000104324,-6.93E-10,-16.64475086,-16.64414177,14.06748276,14.06766549,12399.4,0.328936581,-1.508930669,-7.46E-05,-3.53E-09,-9.156915606,-9.154590794,19.18203073,19.18272818,11072,0.25522213,-1.134199289,-3.54E-05,-6.28E-09,-2.828565239,-2.82442235,14.16449687,14.16573974,,,,,,,,,,,,,,,,,,
15889.6,0.23815809,-2.330085097,-0.00010423,-6.93E-10,-16.62692612,-16.62631733,14.0645694,14.06475204,12407.6,0.328581142,-1.509541422,-7.44E-05,-3.52E-09,-9.133855105,-9.131531453,19.16525292,19.16595002,11088,0.253965892,-1.134763419,-3.51E-05,-6.28E-09,-2.799300667,-2.795161451,14.09937994,14.1006217,,,,,,,,,,,,,,,,,,
15896.8,0.238054795,-2.330835217,-0.000104137,-6.92E-10,-16.60910509,-16.60849659,14.06165206,14.06183461,12415.8,0.328225465,-1.510151023,-7.43E-05,-3.52E-09,-9.110814795,-9.108492303,19.14845325,19.14915,11104,0.252708048,-1.135323649,-3.49E-05,-6.27E-09,-2.770171068,-2.766035524,14.03412798,14.03536864,,,,,,,,,,,,,,,,,,
15904,0.237951463,-2.331584664,-0.000104043,-6.92E-10,-16.59128775,-16.59067955,14.05873074,14.0589132,12424,0.327869552,-1.510759474,-7.41E-05,-3.52E-09,-9.087794703,-9.08547337,19.13163173,19.13232813,11120,0.251448598,-1.135879986,-3.46E-05,-6.27E-09,-2.741176719,-2.737044847,13.96874099,13.96998055,,,,,,,,,,,,,,,,,,
15911.2,0.237848096,-2.332333439,-0.00010395,-6.91E-10,-16.57347411,-16.57286621,14.05580544,14.05598781,12432.2,0.327513402,-1.511366774,-7.40E-05,-3.52E-09,-9.064794855,-9.062474682,19.11478835,19.11548441,11136,0.250187544,-1.136432438,-3.44E-05,-6.26E-09,-2.7123179,-2.708189701,13.90321897,13.90445743,,,,,,,,,,,,,,,,,,
15918.4,0.237744693,-2.33308154,-0.000103856,-6.91E-10,-16.55566418,-16.55505659,14.05287616,14.05305844,12440.4,0.327157016,-1.511972925,-7.39E-05,-3.52E-09,-9.041815277,-9.039496264,19.09792312,19.09861882,11152,0.248924887,-1.136981013,-3.42E-05,-6.26E-09,-2.683594892,-2.679470365,13.83756193,13.83879929,,,,,,,,,,,,,,,,,,
15925.6,0.237641254,-2.333828969,-0.000103763,-6.91E-10,-16.53785796,-16.53725069,14.0499429,14.05012508,12448.6,0.326800392,-1.512577926,-7.37E-05,-3.52E-09,-9.018855996,-9.016538143,19.08103603,19.08173139,11168,0.247660628,-1.137525719,-3.39E-05,-6.25E-09,-2.655007973,-2.650887119,13.77176986,13.77300611,,,,,,,,,,,,,,,,,,
15932.8,0.237537779,-2.334575725,-0.000103669,-6.90E-10,-16.52005545,-16.51944851,14.04700566,14.04718775,12456.8,0.326443533,-1.513181778,-7.36E-05,-3.51E-09,-8.995917038,-8.993600345,19.06412709,19.0648221,11184,0.24639477,-1.138066562,-3.37E-05,-6.24E-09,-2.626557424,-2.622440242,13.70584276,13.70707791,,,,,,,,,,,,,,,,,,
15940,0.237434268,-2.335321808,-0.000103576,-6.90E-10,-16.50225667,-16.50165006,14.04406444,14.04424643,12465,0.326086437,-1.513784482,-7.34E-05,-3.51E-09,-8.972998429,-8.970682895,19.04719629,19.04789095,11200,0.245127313,-1.138603551,-3.34E-05,-6.24E-09,-2.598243523,-2.594130013,13.63978063,13.64101468,,,,,,,,,,,,,,,,,,
15947.2,0.237330722,-2.336067219,-0.000103483,-6.90E-10,-16.4844616,-16.48385534,14.04111925,14.04130113,12473.2,0.325729105,-1.514386039,-7.33E-05,-3.51E-09,-8.950100195,-8.947785822,19.03024363,19.03093795,11216,0.243858258,-1.139136694,-3.32E-05,-6.23E-09,-2.57006655,-2.565956714,13.57358347,13.57481642,,,,,,,,,,,,,,,,,,
15954.4,0.237227139,-2.336811958,-0.000103389,-6.89E-10,-16.46667027,-16.46606437,14.03817007,14.03835184,12481.4,0.325371537,-1.514986448,-7.32E-05,-3.51E-09,-8.927222363,-8.92490915,19.01326912,19.01396309,11232,0.242587609,-1.139665997,-3.30E-05,-6.23E-09,-2.542026786,-2.537920622,13.50725129,13.50848314,,,,,,,,,,,,,,,,,,
15961.6,0.237123522,-2.337556024,-0.000103296,-6.89E-10,-16.44888266,-16.44827715,14.03521692,14.03539858,12489.6,0.325013734,-1.515585711,-7.30E-05,-3.51E-09,-8.904364959,-8.902052906,18.99627276,18.99696637,11248,0.241315364,-1.14019147,-3.27E-05,-6.22E-09,-2.514124509,-2.510022017,13.44078408,13.44201482,,,,,,,,,,,,,,,,,,
15968.8,0.237019868,-2.338299418,-0.000103203,-6.88E-10,-16.43109879,-16.43049368,14.03225979,14.03244133,12497.8,0.324655694,-1.516183828,-7.29E-05,-3.50E-09,-8.88152801,-8.879217116,18.97925454,18.97994781,11264,0.240041527,-1.140713119,-3.25E-05,-6.22E-09,-2.48636,-2.48226118,13.37418184,13.37541148,,,,,,,,,,,,,,,,,,
15976,0.236916179,-2.33904214,-0.000103109,-6.88E-10,-16.41331866,-16.41271397,14.02929869,14.0294801,12506,0.324297419,-1.5167808,-7.27E-05,-3.50E-09,-8.858711541,-8.856401807,18.96221446,18.96290738,11280,0.238766099,-1.141230952,-3.22E-05,-6.21E-09,-2.458733537,-2.45463839,13.30744457,13.30867311,,,,,,,,,,,,,,,,,,
15983.2,0.236812454,-2.33978419,-0.000103016,-6.87E-10,-16.39554228,-16.39493803,14.02633361,14.02651488,12514.2,0.323938908,-1.517376627,-7.26E-05,-3.50E-09,-8.835915579,-8.833607005,18.94515253,18.9458451,11296,0.23748908,-1.141744978,-3.20E-05,-6.21E-09,-2.4312454,-2.427153926,13.24057227,13.24179972,,,,,,,,,,,,,,,,,,
15990.4,0.236708693,-2.340525568,-0.000102923,-6.87E-10,-16.37776963,-16.37716586,14.02336455,14.02354568,12522.4,0.323580162,-1.51797131,-7.25E-05,-3.50E-09,-8.81314015,-8.810832736,18.92806875,18.92876097,11312,0.236210473,-1.142255204,-3.18E-05,-6.20E-09,-2.40389587,-2.399808068,13.17356495,13.17479129,,,,,,,,,,,,,,,,,,
15997.6,0.236604897,-2.341266275,-0.000102829,-6.86E-10,-16.36000074,-16.35939748,14.02039153,14.02057251,12530.6,0.32322118,-1.518564849,-7.23E-05,-3.50E-09,-8.790385281,-8.788079026,18.9109631,18.91165498,11328,0.234930279,-1.142761637,-3.15E-05,-6.19E-09,-2.376685225,-2.372601095,13.1064226,13.10764784,,,,,,,,,,,,,,,,,,
16004.8,0.236501065,-2.342006309,-0.000102736,-6.86E-10,-16.3422356,-16.34163287,14.01741453,14.01759534,12538.8,0.322861964,-1.519157246,-7.22E-05,-3.50E-09,-8.767650997,-8.765345902,18.89383561,18.89452714,11344,0.233648499,-1.143264287,-3.13E-05,-6.19E-09,-2.349613745,-2.345533287,13.03914522,13.04036936,,,,,,,,,,,,,,,,,,
16012,0.236397198,-2.342745672,-0.000102643,-6.85E-10,-16.32447422,-16.32387207,14.01443356,14.0146142,12547,0.322502512,-1.519748499,-7.20E-05,-3.49E-09,-8.744937325,-8.74263339,18.87668626,18.87737744,11360,0.232365135,-1.14376316,-3.11E-05,-6.18E-09,-2.322681709,-2.318604924,12.97173282,12.97295585,,,,,,,,,,,,,,,,,,
16019.2,0.236293295,-2.343484363,-0.000102549,-6.84E-10,-16.3067166,-16.30611506,14.01144862,14.01162908,12555.2,0.322142825,-1.520338611,-7.19E-05,-3.49E-09,-8.722244292,-8.719941517,18.85951505,18.86020588,11376,0.231080187,-1.144258265,-3.08E-05,-6.18E-09,-2.295889398,-2.291816286,12.90418538,12.90540732,,,,,,,,,,,,,,,,,,
16026.4,0.236189357,-2.344222383,-0.000102456,-6.84E-10,-16.28896275,-16.28836185,14.00845971,14.00863998,12563.4,0.321782903,-1.520927582,-7.18E-05,-3.49E-09,-8.699571923,-8.697270308,18.84232199,18.84301247,11392,0.229793659,-1.14474961,-3.06E-05,-6.17E-09,-2.269237091,-2.265167651,12.83650292,12.83772375,,,,,,,,,,,,,,,,,,
16033.6,0.236085383,-2.344959732,-0.000102363,-6.83E-10,-16.27121267,-16.27061246,14.00546684,14.0056469,12571.6,0.321422747,-1.521515411,-7.16E-05,-3.49E-09,-8.676920245,-8.67461979,18.82510707,18.8257972,11408,0.22850555,-1.145237202,-3.04E-05,-6.17E-09,-2.242725067,-2.2386593,12.76868543,12.76990516,,,,,,,,,,,,,,,,,,
16040.8,0.235981374,-2.345696409,-0.00010227,-6.82E-10,-16.25346636,-16.25286688,14.00247,14.00264984,12579.8,0.321062356,-1.522102101,-7.15E-05,-3.49E-09,-8.654289285,-8.651989989,18.80787029,18.80856008,11424,0.227215863,-1.145721049,-3.01E-05,-6.16E-09,-2.216353606,-2.212291512,12.70073291,12.70195154,,,,,,,,,,,,,,,,,,
16048,0.235877329,-2.346432415,-0.000102176,-6.81E-10,-16.23572382,-16.23512512,13.9994692,13.99964881,12588,0.320701731,-1.522687651,-7.13E-05,-3.49E-09,-8.631679067,-8.629380932,18.79061167,18.79130111,11440,0.225924598,-1.14620116,-2.99E-05,-6.16E-09,-2.190122988,-2.186064566,12.63264537,12.63386289,,,,,,,,,,,,,,,,,,
16055.2,0.23577325,-2.34716775,-0.000102083,-6.80E-10,-16.21798507,-16.21738719,13.99646445,13.99664381,12596.2,0.320340871,-1.523272062,-7.12E-05,-3.48E-09,-8.60908962,-8.606792644,18.77333118,18.77402028,11456,0.224631758,-1.146677543,-2.97E-05,-6.15E-09,-2.164033492,-2.159978742,12.56442279,12.56563922,,,,,,,,,,,,,,,,,,
16062.4,0.235669135,-2.347902414,-0.00010199,-6.79E-10,-16.20025011,-16.1996531,13.99345573,13.99363484,12604.4,0.319979777,-1.523855335,-7.11E-05,-3.48E-09,-8.586520968,-8.584225152,18.75602884,18.75671759,11472,0.223337344,-1.147150205,-2.94E-05,-6.14E-09,-2.138085398,-2.134034321,12.49606519,12.49728051,,,,,,,,,,,,,,,,,,
16069.6,0.235564984,-2.348636407,-0.000101897,-6.78E-10,-16.18251895,-16.18192284,13.99044306,13.9906219,12612.6,0.319618449,-1.52443747,-7.09E-05,-3.48E-09,-8.563973139,-8.561678483,18.73870465,18.73939305,11488,0.222041356,-1.147619156,-2.92E-05,-6.14E-09,-2.112278986,-2.108231581,12.42757256,12.42878678,,,,,,,,,,,,,,,,,,
16076.8,0.235460799,-2.349369729,-0.000101804,-6.77E-10,-16.16479158,-16.16419642,13.98742644,13.98760499,12620.8,0.319256887,-1.525018468,-7.08E-05,-3.48E-09,-8.541446158,-8.539152662,18.7213586,18.72204665,11504,0.220743797,-1.148084402,-2.90E-05,-6.13E-09,-2.086614534,-2.082570801,12.3589449,12.36015802,,,,,,,,,,,,,,,,,,
