R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,,,,,,,,
898.3780000000,280.3880000000,220.0000000000,962.7920000000,0.7950020000,-2.3529500000,3.0584200000,0.0036416700,0.0036467300,-0.0026089700,-0.0026292600,628.3480000000,628.1220000000,-333.2890000000,-337.4150000000,,,,,,,,,,
899.7840000000,281.8320000000,218.0000000000,964.8070000000,0.7966670000,-2.3854700000,3.0164900000,0.0036439400,0.0036499200,-0.0026410800,-0.0026612400,626.7280000000,626.7140000000,-340.1970000000,-344.2340000000,,,,,,,,,,
901.1880000000,283.2860000000,217.0000000000,966.8280000000,0.7983360000,-2.4182300000,2.9746000000,0.0036462100,0.0036532100,-0.0026733600,-0.0026934000,625.0990000000,625.3180000000,-347.1420000000,-351.0840000000,,,,,,,,,,
902.5830000000,284.7420000000,215.0000000000,968.8440000000,0.8000000000,-2.4510500000,2.9329700000,0.0036486000,0.0036563900,-0.0027056400,-0.0027255500,623.4960000000,623.8960000000,-354.0790000000,-357.9410000000,,,,,,,,,,
903.9750000000,286.2070000000,214.0000000000,970.8650000000,0.8016690000,-2.4840900000,2.8913900000,0.0036509500,0.0036597000,-0.0027380800,-0.0027578600,621.8750000000,622.4940000000,-361.0530000000,-364.8240000000,,,,,,,,,,
905.3570000000,287.6740000000,212.0000000000,972.8810000000,0.8033340000,-2.5172000000,2.8500700000,0.0036534400,0.0036628900,-0.0027705200,-0.0027901700,620.2820000000,621.0630000000,-368.0200000000,-371.7150000000,,,,,,,,,,
906.7370000000,289.1510000000,211.0000000000,974.9020000000,0.8050020000,-2.5505400000,2.8088100000,0.0036558100,0.0036663000,-0.0028031200,-0.0028226300,618.6540000000,619.6720000000,-375.0280000000,-378.6250000000,,,,,,,,,,
908.1060000000,290.6300000000,209.0000000000,976.9180000000,0.8066670000,-2.5839300000,2.7678200000,0.0036581500,0.0036697300,-0.0028357200,-0.0028551000,617.0190000000,618.2860000000,-382.0380000000,-385.5330000000,,,,,,,,,,
909.4730000000,292.1190000000,208.0000000000,978.9390000000,0.8083360000,-2.6175400000,2.7269000000,0.0036608700,0.0036729000,-0.0028684600,-0.0028877000,615.4570000000,616.8320000000,-389.0550000000,-392.4910000000,,,,,,,,,,
910.8300000000,293.6090000000,206.0000000000,980.9550000000,0.8100000000,-2.6512000000,2.6862600000,0.0036635000,0.0036761500,-0.0029012100,-0.0029203100,613.8760000000,615.3980000000,-396.0790000000,-399.4430000000,,,,,,,,,,
912.1840000000,295.1100000000,205.0000000000,982.9760000000,0.8116690000,-2.6850900000,2.6456900000,0.0036660500,0.0036795900,-0.0029340900,-0.0029530600,612.2690000000,613.9940000000,-403.1380000000,-406.4130000000,,,,,,,,,,
913.5280000000,296.6120000000,203.0000000000,984.9920000000,0.8133340000,-2.7190200000,2.6054000000,0.0036683200,0.0036833200,-0.0029669800,-0.0029858100,610.5990000000,612.6540000000,-410.2170000000,-413.3650000000,,,,,,,,,,
914.8690000000,298.1250000000,202.0000000000,987.0130000000,0.8150020000,-2.7531600000,2.5652000000,0.0036707200,0.0036870200,-0.0030000000,-0.0030186800,608.9480000000,611.2990000000,-417.3160000000,-420.3460000000,,,,,,,,,,
916.2000000000,299.6390000000,200.0000000000,989.0290000000,0.8166670000,-2.7873400000,2.5252900000,0.0036735100,0.0036903300,-0.0030330200,-0.0030515600,607.3840000000,609.8590000000,-424.3890000000,-427.3530000000,,,,,,,,,,
917.5270000000,301.1630000000,199.0000000000,991.0490000000,0.8183360000,-2.8217300000,2.4854700000,0.0036761200,0.0036939200,-0.0030661600,-0.0030845500,605.7730000000,608.4730000000,-431.5010000000,-434.3680000000,,,,,,,,,,
918.8440000000,302.6890000000,197.0000000000,993.0650000000,0.8200000000,-2.8561500000,2.4459500000,0.0036786600,0.0036975800,-0.0030993100,-0.0031175400,604.1460000000,607.1030000000,-438.6180000000,-441.3780000000,,,,,,,,,,
920.1570000000,304.2250000000,196.0000000000,995.0860000000,0.8216690000,-2.8907800000,2.4065400000,0.0036812500,0.0037013000,-0.0031325600,-0.0031506500,602.5230000000,605.7370000000,-445.7560000000,-448.4090000000,,,,,,,,,,
921.4600000000,305.7630000000,194.0000000000,997.1020000000,0.8233340000,-2.9254300000,2.3674200000,0.0036838100,0.0037050500,-0.0031658200,-0.0031837500,600.8930000000,604.3780000000,-452.8960000000,-455.4370000000,,,,,,,,,,
922.7590000000,307.3120000000,193.0000000000,999.1230000000,0.8250020000,-2.9602800000,2.3284300000,0.0036863000,0.0037089700,-0.0031991800,-0.0032169500,599.2410000000,603.0510000000,-460.0630000000,-462.4760000000,,,,,,,,,,
924.0480000000,308.8620000000,191.0000000000,1001.1400000000,0.8266670000,-2.9951500000,2.2897400000,0.0036887600,0.0037129200,-0.0032325300,-0.0032501600,597.5830000000,601.7300000000,-467.2320000000,-469.5120000000,,,,,,,,,,
925.3330000000,310.4220000000,190.0000000000,1003.1600000000,0.8283360000,-3.0302000000,2.2511800000,0.0036916000,0.0037165900,-0.0032659800,-0.0032834400,596.0010000000,600.3420000000,-474.3950000000,-476.5850000000,,,,,,,,,,
926.6070000000,311.9840000000,188.0000000000,1005.1800000000,0.8300000000,-3.0652700000,2.2129400000,0.0036943700,0.0037203300,-0.0032994200,-0.0033167200,594.4050000000,598.9700000000,-481.5630000000,-483.6540000000,,,,,,,,,,
927.8770000000,313.5560000000,186.0000000000,1007.2000000000,0.8316690000,-3.1005200000,2.1748400000,0.0036968200,0.0037244900,-0.0033329400,-0.0033500800,592.7330000000,597.6850000000,-488.7680000000,-490.7110000000,,,,,,,,,,
929.1360000000,315.1310000000,185.0000000000,1009.2100000000,0.8333340000,-3.1357700000,2.1370600000,0.0036993600,0.0037285500,-0.0033664600,-0.0033834400,591.0830000000,596.3780000000,-495.9670000000,-497.7740000000,,,,,,,,,,
930.3900000000,316.7150000000,183.0000000000,1011.2300000000,0.8350020000,-3.1711900000,2.0994300000,0.0037023400,0.0037322800,-0.0034000400,-0.0034168500,589.5220000000,594.9950000000,-503.1510000000,-504.8710000000,,,,,,,,,,
931.6340000000,318.3010000000,182.0000000000,1013.2500000000,0.8366670000,-3.2066100000,2.0621300000,0.0037051800,0.0037361400,-0.0034336200,-0.0034502600,587.9330000000,593.6400000000,-510.3430000000,-511.9600000000,,,,,,,,,,
932.8730000000,319.8980000000,180.0000000000,1015.2700000000,0.8383360000,-3.2421900000,2.0249900000,0.0037075000,0.0037406200,-0.0034672400,-0.0034837200,586.2250000000,592.4180000000,-517.5810000000,-519.0180000000,,,,,,,,,,
934.1020000000,321.4960000000,179.0000000000,1017.2900000000,0.8400000000,-3.2777600000,1.9881900000,0.0037099400,0.0037449700,-0.0035008700,-0.0035171700,584.5460000000,591.1680000000,-524.8100000000,-526.0840000000,,,,,,,,,,
935.3250000000,323.1050000000,177.0000000000,1019.3100000000,0.8416690000,-3.3134800000,1.9515600000,0.0037130800,0.0037487100,-0.0035345200,-0.0035506500,583.0160000000,589.7850000000,-531.9990000000,-533.1950000000,,,,,,,,,,
936.5370000000,324.7160000000,175.0000000000,1021.3200000000,0.8433340000,-3.3491700000,1.9152800000,0.0037161900,0.0037524900,-0.0035681700,-0.0035841300,581.4800000000,588.4060000000,-539.1910000000,-540.3040000000,,,,,,,,,,
937.7440000000,326.3370000000,174.0000000000,1023.3400000000,0.8450020000,-3.3850200000,1.8791700000,0.0037186400,0.0037570000,-0.0036018400,-0.0036176200,579.8000000000,587.1890000000,-546.4280000000,-547.3670000000,,,,,,,,,,
938.9400000000,327.9590000000,172.0000000000,1025.3600000000,0.8466670000,-3.4208200000,1.8434300000,0.0037212800,0.0037613300,-0.0036355100,-0.0036511100,578.1610000000,585.9330000000,-553.6540000000,-554.4420000000,,,,,,,,,,
940.1300000000,329.5930000000,170.0000000000,1027.3800000000,0.8483360000,-3.4567600000,1.8078700000,0.0037242600,0.0037654000,-0.0036691700,-0.0036845900,576.5950000000,584.6200000000,-560.8560000000,-561.5330000000,,,,,,,,,,
941.3100000000,331.2280000000,169.0000000000,1029.4000000000,0.8500000000,-3.4926600000,1.7726700000,0.0037269500,0.0037697600,-0.0037028400,-0.0037180800,574.9670000000,583.3710000000,-568.0780000000,-568.6040000000,,,,,,,,,,
942.4830000000,332.8730000000,167.0000000000,1031.4200000000,0.8516690000,-3.5286800000,1.7376700000,0.0037298500,0.0037739900,-0.0037364800,-0.0037515400,573.3850000000,582.0950000000,-575.2810000000,-575.6790000000,,,,,,,,,,
943.6450000000,334.5200000000,165.0000000000,1033.4300000000,0.8533340000,-3.5646500000,1.7030400000,0.0037326200,0.0037783500,-0.0037701300,-0.0037850000,571.7760000000,580.8470000000,-582.4930000000,-582.7460000000,,,,,,,,,,
944.8010000000,336.1780000000,164.0000000000,1035.4500000000,0.8550020000,-3.6007200000,1.6686200000,0.0037351000,0.0037830700,-0.0038037300,-0.0038184100,570.1050000000,579.6810000000,-589.7150000000,-589.7780000000,,,,,,,,,,
945.9460000000,337.8370000000,162.0000000000,1037.4700000000,0.8566670000,-3.6367300000,1.6345800000,0.0037378400,0.0037875400,-0.0038373400,-0.0038518300,568.4920000000,578.4590000000,-596.9200000000,-596.8280000000,,,,,,,,,,
947.0840000000,339.5070000000,160.0000000000,1039.4900000000,0.8583360000,-3.6728300000,1.6007500000,0.0037406900,0.0037919500,-0.0038708700,-0.0038851700,566.9070000000,577.2310000000,-604.1030000000,-603.8660000000,,,,,,,,,,
948.2110000000,341.1790000000,159.0000000000,1041.5100000000,0.8600000000,-3.7088600000,1.5673200000,0.0037436900,0.0037962200,-0.0039044100,-0.0039185200,565.3550000000,575.9710000000,-611.2760000000,-610.9130000000,,,,,,,,,,
949.3310000000,342.8610000000,157.0000000000,1043.5300000000,0.8616690000,-3.7449600000,1.5341100000,0.0037467100,0.0038005400,-0.0039378700,-0.0039517800,563.8120000000,574.7260000000,-618.4300000000,-617.9380000000,,,,,,,,,,
950.4390000000,344.5450000000,155.0000000000,1045.5400000000,0.8633340000,-3.7809800000,1.5012900000,0.0037494700,0.0038051100,-0.0039713200,-0.0039850400,562.2130000000,573.5380000000,-625.6010000000,-624.9470000000,,,,,,,,,,
951.5410000000,346.2390000000,154.0000000000,1047.5700000000,0.8650020000,-3.8170700000,1.4687200000,0.0037519500,0.0038100200,-0.0040046700,-0.0040181900,560.5590000000,572.4310000000,-632.7670000000,-631.9090000000,,,,,,,,,,
952.6310000000,347.9350000000,152.0000000000,1049.5800000000,0.8666670000,-3.8530400000,1.4365400000,0.0037544100,0.0038149500,-0.0040380200,-0.0040513400,558.9010000000,571.3280000000,-639.9340000000,-638.8700000000,,,,,,,,,,
953.7130000000,349.6410000000,150.0000000000,1051.6000000000,0.8683360000,-3.8890700000,1.4046100000,0.0037574000,0.0038193900,-0.0040712400,-0.0040843600,557.3690000000,570.1280000000,-647.0370000000,-645.8330000000,,,,,,,,,,
954.7840000000,351.3500000000,149.0000000000,1053.6200000000,0.8700000000,-3.9249800000,1.3730900000,0.0037605500,0.0038236800,-0.0041044500,-0.0041173700,555.8710000000,568.8940000000,-654.1290000000,-652.8060000000,,,,,,,,,,
955.8470000000,353.0680000000,147.0000000000,1055.6400000000,0.8716690000,-3.9609300000,1.3418300000,0.0037632200,0.0038284800,-0.0041375100,-0.0041502200,554.2790000000,567.7840000000,-661.2180000000,-659.7090000000,,,,,,,,,,
956.8980000000,354.7880000000,145.0000000000,1057.6600000000,0.8733340000,-3.9967400000,1.3109800000,0.0037657500,0.0038334300,-0.0041705700,-0.0041830800,552.6560000000,566.7050000000,-668.3170000000,-666.6040000000,,,,,,,,,,
957.9420000000,356.5190000000,143.0000000000,1059.6800000000,0.8750020000,-4.0325700000,1.2804000000,0.0037684100,0.0038382900,-0.0042034400,-0.0042157400,551.0710000000,565.6200000000,-675.3660000000,-673.4620000000,,,,,,,,,,
958.9730000000,358.2510000000,142.0000000000,1061.6900000000,0.8766670000,-4.0682400000,1.2502400000,0.0037713300,0.0038428800,-0.0042363100,-0.0042484000,549.5470000000,564.4740000000,-682.3980000000,-680.3380000000,,,,,,,,,,
959.9960000000,359.9940000000,140.0000000000,1063.7100000000,0.8783360000,-4.1039300000,1.2203600000,0.0037742500,0.0038475000,-0.0042689600,-0.0042808500,548.0350000000,563.3510000000,-689.3830000000,-687.1640000000,,,,,,,,,,
961.0070000000,361.7380000000,138.0000000000,1065.7300000000,0.8800000000,-4.1394300000,1.1909000000,0.0037768900,0.0038523900,-0.0043016200,-0.0043132900,546.4630000000,562.2870000000,-696.3850000000,-693.9730000000,,,,,,,,,,
962.0100000000,363.4930000000,137.0000000000,1067.7500000000,0.8816690000,-4.1749300000,1.1617300000,0.0037794200,0.0038574200,-0.0043340300,-0.0043454900,544.8810000000,561.2690000000,-703.3420000000,-700.7180000000,,,,,,,,,,
963.0000000000,365.2490000000,135.0000000000,1069.7700000000,0.8833340000,-4.2102300000,1.1329900000,0.0037820700,0.0038623300,-0.0043664500,-0.0043776900,543.3250000000,560.2250000000,-710.2920000000,-707.4710000000,,,,,,,,,,
963.9810000000,367.0150000000,133.0000000000,1071.7900000000,0.8850020000,-4.2455000000,1.1045400000,0.0037849600,0.0038670000,-0.0043985800,-0.0044096100,541.8440000000,559.1450000000,-717.1630000000,-714.1790000000,,,,,,,,,,
964.9500000000,368.7830000000,131.0000000000,1073.8000000000,0.8866670000,-4.2805700000,1.0765300000,0.0037877700,0.0038717500,-0.0044307200,-0.0044415400,540.3420000000,558.0860000000,-724.0410000000,-720.8810000000,,,,,,,,,,
965.9100000000,370.5610000000,129.0000000000,1075.8200000000,0.8883360000,-4.3155800000,1.0488300000,0.0037902200,0.0038768600,-0.0044625500,-0.0044731500,538.7810000000,557.1250000000,-730.8750000000,-727.4920000000,,,,,,,,,,
966.8570000000,372.3410000000,128.0000000000,1077.8400000000,0.8900000000,-4.3503600000,1.0215600000,0.0037926400,0.0038820000,-0.0044943800,-0.0045047600,537.2140000000,556.1710000000,-737.7110000000,-734.1010000000,,,,,,,,,,
967.7950000000,374.1310000000,126.0000000000,1079.8600000000,0.8916690000,-4.3850700000,0.9950000000,0.0037951900,0.0038869900,-0.0045258600,-0.0045360200,535.6990000000,555.2060000000,-744.4620000000,-740.6430000000,,,,,,,,,,
968.7200000000,375.9220000000,124.0000000000,1081.8800000000,0.8933340000,-4.4195200000,0.9680000000,0.0037980100,0.0038917100,-0.0045573400,-0.0045672900,534.2440000000,554.1820000000,-751.1950000000,-747.2020000000,,,,,,,,,,
969.6360000000,377.7240000000,122.0000000000,1083.9000000000,0.8950020000,-4.4538800000,0.9420000000,0.0038007200,0.0038965200,-0.0045884400,-0.0045981700,532.7890000000,553.2020000000,-757.8520000000,-753.6730000000,,,,,,,,,,
970.5380000000,379.5270000000,120.0000000000,1085.9100000000,0.8966670000,-4.4879700000,0.9160000000,0.0038030200,0.0039017400,-0.0046195500,-0.0046290500,531.2430000000,552.3130000000,-764.5360000000,-760.1160000000,,,,,,,,,,
971.4310000000,381.3390000000,119.0000000000,1087.9300000000,0.8983350000,-4.5219300000,0.8910000000,0.0038053900,0.0039068400,-0.0046502300,-0.0046595100,529.7410000000,551.4260000000,-771.1240000000,-766.4740000000,,,,,,,,,,
972.3110000000,383.1540000000,117.0000000000,1089.9500000000,0.9000000000,-4.5556100000,0.8660000000,0.0038080400,0.0039116700,-0.0046809200,-0.0046899700,528.3010000000,550.4780000000,-777.6930000000,-772.8510000000,,,,,,,,,,
973.1800000000,384.9780000000,115.0000000000,1091.9700000000,0.9016690000,-4.5891400000,0.8410000000,0.0038103500,0.0039167900,-0.0047111400,-0.0047199800,526.8140000000,549.6250000000,-784.1840000000,-779.1080000000,,,,,,,,,,
974.0360000000,386.8030000000,113.0000000000,1093.9900000000,0.9033340000,-4.6223500000,0.8170000000,0.0038126500,0.0039219100,-0.0047413700,-0.0047499800,525.3270000000,548.7720000000,-790.6750000000,-785.3640000000,,,,,,,,,,
974.8820000000,388.6380000000,111.0000000000,1096.0100000000,0.9050020000,-4.6553900000,0.7930000000,0.0038150400,0.0039268700,-0.0047710900,-0.0047794800,523.8920000000,547.9180000000,-797.0510000000,-791.5200000000,,,,,,,,,,
975.7140000000,390.4750000000,110.0000000000,1098.0200000000,0.9066670000,-4.6881000000,0.7700000000,0.0038174300,0.0039318400,-0.0048008200,-0.0048089800,522.4570000000,547.0640000000,-803.4260000000,-797.6770000000,,,,,,,,,,
976.5350000000,392.3210000000,108.0000000000,1100.0400000000,0.9083350000,-4.7205900000,0.7470000000,0.0038196600,0.0039368700,-0.0048300000,-0.0048379400,521.0250000000,546.2610000000,-809.6920000000,-803.7090000000,,,,,,,,,,
977.3430000000,394.1680000000,106.0000000000,1102.0600000000,0.9100000000,-4.7527400000,0.7240000000,0.0038217600,0.0039420400,-0.0048591800,-0.0048668900,519.5620000000,545.4880000000,-815.9670000000,-809.7320000000,,,,,,,,,,
978.1400000000,396.0250000000,104.0000000000,1104.0800000000,0.9116690000,-4.7846400000,0.7020000000,0.0038237700,0.0039472000,-0.0048877700,-0.0048952600,518.1180000000,544.7520000000,-822.1180000000,-815.6260000000,,,,,,,,,,
978.9220000000,397.8830000000,102.0000000000,1106.1000000000,0.9133340000,-4.8161700000,0.6800000000,0.0038258900,0.0039522400,-0.0049163600,-0.0049236300,516.7000000000,543.9890000000,-828.2620000000,-821.5280000000,,,,,,,,,,
979.6940000000,399.7510000000,100.0000000000,1108.1200000000,0.9150020000,-4.8474200000,0.6590000000,0.0038279600,0.0039572100,-0.0049443100,-0.0049513500,515.3120000000,543.2550000000,-834.2680000000,-827.2940000000,,,,,,,,,,
980.4510000000,401.6190000000,98.4000000000,1110.1300000000,0.9166670000,-4.8782700000,0.6380000000,0.0038301700,0.0039620500,-0.0049722600,-0.0049790800,513.9550000000,542.4890000000,-840.2650000000,-833.0680000000,,,,,,,,,,
981.1980000000,403.4970000000,96.5000000000,1112.1500000000,0.9183350000,-4.9088200000,0.6170000000,0.0038324500,0.0039666800,-0.0049995200,-0.0050061200,512.6580000000,541.7230000000,-846.1060000000,-838.7060000000,,,,,,,,,,
981.9290000000,405.3760000000,94.6000000000,1114.1700000000,0.9200000000,-4.9389400000,0.5970000000,0.0038344500,0.0039715800,-0.0050267800,-0.0050331600,511.3000000000,541.0190000000,-851.9660000000,-844.3260000000,,,,,,,,,,
982.6490000000,407.2640000000,92.7000000000,1116.1900000000,0.9216690000,-4.9687300000,0.5770000000,0.0038364200,0.0039763600,-0.0050533100,-0.0050594700,509.9840000000,540.3340000000,-857.6670000000,-849.7940000000,,,,,,,,,,
983.3550000000,409.1530000000,90.8000000000,1118.2100000000,0.9233340000,-4.9980600000,0.5580000000,0.0038383800,0.0039811600,-0.0050798400,-0.0050857800,508.6650000000,539.6530000000,-863.3690000000,-855.2600000000,,,,,,,,,,
984.0490000000,411.0500000000,89.0000000000,1120.2300000000,0.9250020000,-5.0270400000,0.5390000000,0.0038401000,0.0039860100,-0.0051056000,-0.0051113200,507.3450000000,539.0370000000,-868.9160000000,-860.5520000000,,,,,,,,,,
984.7280000000,412.9490000000,87.1000000000,1122.2400000000,0.9266670000,-5.0555400000,0.5200000000,0.0038421000,0.0039906000,-0.0051313500,-0.0051368500,506.0860000000,538.3610000000,-874.4440000000,-865.8620000000,,,,,,,,,,
985.3940000000,414.8560000000,85.1000000000,1124.2600000000,0.9283350000,-5.0836400000,0.5020000000,0.0038437100,0.0039953700,-0.0051562700,-0.0051615600,504.7980000000,537.7800000000,-879.8140000000,-870.9780000000,,,,,,,,,,
986.0460000000,416.7640000000,83.2000000000,1126.2800000000,0.9300000000,-5.1112400000,0.4840000000,0.0038450600,0.0040004100,-0.0051811900,-0.0051862700,503.4500000000,537.2590000000,-885.2030000000,-876.0760000000,,,,,,,,,,
986.6860000000,418.6810000000,81.3000000000,1128.3000000000,0.9316690000,-5.1384100000,0.4670000000,0.0038469400,0.0040047000,-0.0052052300,-0.0052100900,502.2790000000,536.6300000000,-890.3620000000,-881.0300000000,,,,,,,,,,
987.3100000000,420.5980000000,79.4000000000,1130.3200000000,0.9333340000,-5.1650400000,0.4500000000,0.0038492100,0.0040086000,-0.0052292700,-0.0052339200,501.1920000000,535.9170000000,-895.4960000000,-886.0090000000,,,,,,,,,,
987.9220000000,422.5230000000,77.5000000000,1132.3400000000,0.9350020000,-5.1912200000,0.4330000000,0.0038509700,0.0040127800,-0.0052523800,-0.0052568300,500.0560000000,535.3260000000,-900.4590000000,-890.7680000000,,,,,,,,,,
988.5180000000,424.4500000000,75.6000000000,1134.3600000000,0.9366670000,-5.2168500000,0.4170000000,0.0038521800,0.0040175100,-0.0052754900,-0.0052797400,498.7980000000,534.8550000000,-905.4590000000,-895.4910000000,,,,,,,,,,
989.1020000000,426.3840000000,73.6000000000,1136.3800000000,0.9383350000,-5.2419900000,0.4010000000,0.0038539900,0.0040214000,-0.0052976400,-0.0053016800,497.7360000000,534.2630000000,-910.2060000000,-900.0570000000,,,,,,,,,,
989.6700000000,428.3190000000,71.7000000000,1138.3900000000,0.9400000000,-5.2665500000,0.3850000000,0.0038562000,0.0040248800,-0.0053197800,-0.0053236200,496.7620000000,533.5820000000,-914.9270000000,-904.6500000000,,,,,,,,,,
990.2250000000,430.2610000000,69.7000000000,1140.4100000000,0.9416680000,-5.2906000000,0.3700000000,0.0038581200,0.0040284000,-0.0053409100,-0.0053445600,495.7900000000,532.9750000000,-919.4450000000,-909.0200000000,,,,,,,,,,
990.7650000000,432.2040000000,67.8000000000,1142.4300000000,0.9433340000,-5.3140500000,0.3560000000,0.0038598800,0.0040320700,-0.0053620400,-0.0053655000,494.7850000000,532.4000000000,-923.9720000000,-913.3800000000,,,,,,,,,,
991.2910000000,434.1550000000,65.8000000000,1144.4500000000,0.9450020000,-5.3369700000,0.3410000000,0.0038616300,0.0040354900,-0.0053821300,-0.0053854100,493.8450000000,531.8390000000,-928.2730000000,-917.5300000000,,,,,,,,,,
991.8020000000,436.1060000000,63.9000000000,1146.4700000000,0.9466670000,-5.3592800000,0.3270000000,0.0038635100,0.0040387800,-0.0054022300,-0.0054053200,492.9330000000,531.2500000000,-932.5650000000,-921.6880000000,,,,,,,,,,
992.2980000000,438.0640000000,61.9000000000,1148.4900000000,0.9483350000,-5.3810300000,0.3130000000,0.0038657800,0.0040414000,-0.0054212500,-0.0054241600,492.1780000000,530.5840000000,-936.5970000000,-925.6580000000,,,,,,,,,,
992.7790000000,440.0230000000,60.0000000000,1150.5000000000,0.9500000000,-5.4021600000,0.3000000000,0.0038679000,0.0040441800,-0.0054402700,-0.0054430100,491.3890000000,529.9510000000,-940.6380000000,-929.6170000000,,,,,,,,,,
993.2460000000,441.9880000000,58.0000000000,1152.5200000000,0.9516680000,-5.4227200000,0.2870000000,0.0038701300,0.0040465700,-0.0054582100,-0.0054607900,490.6970000000,529.3030000000,-944.4340000000,-933.3660000000,,,,,,,,,,
993.6980000000,443.9540000000,56.0000000000,1154.5400000000,0.9533340000,-5.4426500000,0.2740000000,0.0038723500,0.0040489700,-0.0054761600,-0.0054785600,490.0010000000,528.6590000000,-948.2310000000,-937.1140000000,,,,,,,,,,
994.1350000000,445.9250000000,54.1000000000,1156.5600000000,0.9550010000,-5.4620000000,0.2620000000,0.0038750400,0.0040506200,-0.0054930100,-0.0054952600,489.4820000000,527.9220000000,-951.7570000000,-940.6750000000,,,,,,,,,,
994.5560000000,447.8980000000,52.1000000000,1158.5800000000,0.9566670000,-5.4807200000,0.2490000000,0.0038780000,0.0040520100,-0.0055098600,-0.0055119500,489.0210000000,527.1270000000,-955.2650000000,-944.2520000000,,,,,,,,,,
994.9630000000,449.8760000000,50.1000000000,1160.6000000000,0.9583350000,-5.4988600000,0.2370000000,0.0038812700,0.0040528400,-0.0055256300,-0.0055275800,488.6980000000,526.2790000000,-958.5180000000,-947.6330000000,,,,,,,,,,
995.3530000000,451.8550000000,48.1000000000,1162.6100000000,0.9600000000,-5.5163800000,0.2260000000,0.0038842400,0.0040539700,-0.0055414100,-0.0055432200,488.3110000000,525.4950000000,-961.7890000000,-950.9950000000,,,,,,,,,,
995.7290000000,453.8400000000,46.2000000000,1164.6300000000,0.9616680000,-5.5333400000,0.2140000000,0.0038876100,0.0040544600,-0.0055561400,-0.0055578200,488.0800000000,524.6420000000,-964.8050000000,-954.1710000000,,,,,,,,,,
996.0890000000,455.8240000000,44.2000000000,1166.6500000000,0.9633340000,-5.5496900000,0.2030000000,0.0038909700,0.0040549700,-0.0055708800,-0.0055724200,487.8470000000,523.7910000000,-967.8210000000,-957.3460000000,,,,,,,,,,
996.4340000000,457.8140000000,42.2000000000,1168.6700000000,0.9650010000,-5.5654900000,0.1920000000,0.0038950100,0.0040546100,-0.0055846100,-0.0055860300,487.8290000000,522.8130000000,-970.5730000000,-960.3620000000,,,,,,,,,,
996.7630000000,459.8050000000,40.2000000000,1170.6900000000,0.9666670000,-5.5807100000,0.1820000000,0.0038993100,0.0040539800,-0.0055983400,-0.0055996400,487.8690000000,521.7780000000,-973.3070000000,-963.3950000000,,,,,,,,,,
997.0770000000,461.7990000000,38.2000000000,1172.7100000000,0.9683340000,-5.5954100000,0.1710000000,0.0039040000,0.0040528100,-0.0056111400,-0.0056123300,488.0570000000,520.6840000000,-975.8110000000,-966.2620000000,,,,,,,,,,
997.3750000000,463.7950000000,36.2000000000,1174.7200000000,0.9700000000,-5.6095800000,0.1610000000,0.0039085400,0.0040518000,-0.0056239400,-0.0056250300,488.2110000000,519.6240000000,-978.3250000000,-969.1180000000,,,,,,,,,,
997.6570000000,465.7940000000,34.2000000000,1176.7400000000,0.9716670000,-5.6232600000,0.1510000000,0.0039139200,0.0040498600,-0.0056359000,-0.0056368900,488.6050000000,518.4150000000,-980.5990000000,-971.8540000000,,,,,,,,,,
997.9230000000,467.7940000000,32.2000000000,1178.7600000000,0.9733330000,-5.6364600000,0.1410000000,0.0039190300,0.0040482000,-0.0056478700,-0.0056487600,488.9380000000,517.2680000000,-982.8920000000,-974.5720000000,,,,,,,,,,
998.1740000000,469.7980000000,30.2000000000,1180.7800000000,0.9750010000,-5.6492300000,0.1320000000,0.0039244800,0.0040461700,-0.0056591000,-0.0056599100,489.3960000000,516.0870000000,-985.0010000000,-977.1560000000,,,,,,,,,,
998.4080000000,471.8020000000,28.2000000000,1182.8000000000,0.9766670000,-5.6615700000,0.1220000000,0.0039303400,0.0040437400,-0.0056703300,-0.0056710600,489.9430000000,514.8190000000,-987.0830000000,-979.7660000000,,,,,,,,,,
998.6270000000,473.8090000000,26.2000000000,1184.8200000000,0.9783340000,-5.6735300000,0.1130000000,0.0039366800,0.0040408900,-0.0056809600,-0.0056816200,490.6360000000,513.4970000000,-989.0010000000,-982.2740000000,,,,,,,,,,
998.8300000000,475.8170000000,24.2000000000,1186.8300000000,0.9800000000,-5.6851400000,0.1030000000,0.0039430200,0.0040380500,-0.0056915900,-0.0056921700,491.3280000000,512.1760000000,-990.9190000000,-984.7820000000,,,,,,,,,,
999.0160000000,477.8270000000,22.2000000000,1188.8500000000,0.9816670000,-5.6964500000,0.0942000000,0.0039498600,0.0040348700,-0.0057017600,-0.0057022900,492.1600000000,510.8100000000,-992.7050000000,-987.2140000000,,,,,,,,,,
999.1870000000,479.8380000000,20.2000000000,1190.8700000000,0.9833330000,-5.7074700000,0.0852000000,0.0039565400,0.0040318400,-0.0057119400,-0.0057124000,492.9580000000,509.4770000000,-994.5000000000,-989.6370000000,,,,,,,,,,
999.3410000000,481.8510000000,18.1000000000,1192.8900000000,0.9850000000,-5.7182700000,0.0762000000,0.0039636100,0.0040286900,-0.0057218200,-0.0057222300,493.8600000000,508.1360000000,-996.2060000000,-992.0040000000,,,,,,,,,,
