R,Zinv,Sinv,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
366.2170000000,201.5090000000,451.0820000000,202.3020000000,0.6900000000,0.3810000000,0.1150000000,0.0005788260,0.0005625320,0.0010401200,0.0010404800,195.7940000000,192.2360000000,266.7620000000,265.7660000000
366.6360000000,202.7100000000,452.3540000000,201.0300000000,0.6920000000,0.3810000000,0.1150000000,0.0005815290,0.0005616880,0.0010382900,0.0010386300,196.2680000000,191.9290000000,266.5390000000,265.3040000000
367.0530000000,203.9120000000,453.6270000000,199.7570000000,0.6940000000,0.3810000000,0.1140000000,0.0005834200,0.0005615300,0.0010366500,0.0010369600,196.5750000000,191.7840000000,266.3020000000,264.9260000000
367.4680000000,205.1150000000,454.8990000000,198.4850000000,0.6960000000,0.3800000000,0.1130000000,0.0005853110,0.0005613710,0.0010350000,0.0010352800,196.8820000000,191.6390000000,266.0650000000,264.5480000000
367.8800000000,206.3180000000,456.1710000000,197.2130000000,0.6980000000,0.3800000000,0.1120000000,0.0005865710,0.0005616970,0.0010335700,0.0010338200,197.0640000000,191.6140000000,265.8340000000,264.2480000000
368.2890000000,207.5230000000,457.4440000000,195.9400000000,0.7000000000,0.3800000000,0.1110000000,0.0005878310,0.0005620230,0.0010321400,0.0010323600,197.2470000000,191.5890000000,265.6020000000,263.9490000000
368.6960000000,208.7290000000,458.7160000000,194.6680000000,0.7020000000,0.3800000000,0.1100000000,0.0005884860,0.0005628010,0.0010309400,0.0010311300,197.3110000000,191.6790000000,265.3810000000,263.7290000000
369.1000000000,209.9350000000,459.9880000000,193.3960000000,0.7040000000,0.3800000000,0.1100000000,0.0005891470,0.0005635730,0.0010297300,0.0010298900,197.3770000000,191.7670000000,265.1590000000,263.5090000000
369.5020000000,211.1420000000,461.2610000000,192.1230000000,0.7060000000,0.3800000000,0.1090000000,0.0005895270,0.0005644750,0.0010287500,0.0010288800,197.3960000000,191.8990000000,264.9690000000,263.3460000000
369.9010000000,212.3500000000,462.5330000000,190.8510000000,0.7080000000,0.3800000000,0.1080000000,0.0005899300,0.0005653540,0.0010277700,0.0010278700,197.4200000000,192.0260000000,264.7800000000,263.1820000000
370.2980000000,213.5590000000,463.8050000000,189.5790000000,0.7100000000,0.3800000000,0.1070000000,0.0005899700,0.0005664540,0.0010270000,0.0010270800,197.3780000000,192.2150000000,264.6140000000,263.0800000000
370.6920000000,214.7690000000,465.0780000000,188.3060000000,0.7120000000,0.3800000000,0.1070000000,0.0005899900,0.0005675730,0.0010262300,0.0010262900,197.3320000000,192.4090000000,264.4460000000,262.9800000000
371.0840000000,215.9800000000,466.3500000000,187.0340000000,0.7140000000,0.3810000000,0.1060000000,0.0005898460,0.0005687240,0.0010256600,0.0010256900,197.2630000000,192.6220000000,264.3110000000,262.9250000000
371.4730000000,217.1910000000,467.6220000000,185.7620000000,0.7160000000,0.3810000000,0.1050000000,0.0005897210,0.0005698560,0.0010250900,0.0010251000,197.1970000000,192.8320000000,264.1770000000,262.8690000000
371.8590000000,218.4030000000,468.8950000000,184.4890000000,0.7180000000,0.3810000000,0.1050000000,0.0005894580,0.0005710100,0.0010246900,0.0010246800,197.1130000000,193.0580000000,264.0710000000,262.8520000000
372.2430000000,219.6160000000,470.1670000000,183.2170000000,0.7200000000,0.3810000000,0.1040000000,0.0005891490,0.0005722090,0.0010242900,0.0010242600,197.0190000000,193.2940000000,263.9630000000,262.8390000000
372.6240000000,220.8300000000,471.4390000000,181.9450000000,0.7220000000,0.3820000000,0.1030000000,0.0005887980,0.0005733480,0.0010240300,0.0010239900,196.9250000000,193.5260000000,263.8840000000,262.8550000000
373.0030000000,222.0450000000,472.7120000000,180.6720000000,0.7230000000,0.3820000000,0.1030000000,0.0005884810,0.0005744530,0.0010237800,0.0010237200,196.8380000000,193.7510000000,263.8070000000,262.8690000000
373.3790000000,223.2610000000,473.9840000000,179.4000000000,0.7250000000,0.3820000000,0.1020000000,0.0005881350,0.0005755020,0.0010236500,0.0010235700,196.7540000000,193.9730000000,263.7560000000,262.9070000000
373.7520000000,224.4770000000,475.2570000000,178.1270000000,0.7270000000,0.3830000000,0.1010000000,0.0005877820,0.0005765580,0.0010235200,0.0010234300,196.6670000000,194.1950000000,263.7040000000,262.9450000000
374.1230000000,225.6940000000,476.5290000000,176.8550000000,0.7290000000,0.3830000000,0.1010000000,0.0005874550,0.0005775160,0.0010234900,0.0010233900,196.5940000000,194.4030000000,263.6750000000,262.9990000000
374.4910000000,226.9120000000,477.8010000000,175.5830000000,0.7310000000,0.3830000000,0.0999000000,0.0005871330,0.0005784700,0.0010234500,0.0010233500,196.5210000000,194.6100000000,263.6470000000,263.0530000000
374.8570000000,228.1300000000,479.0740000000,174.3100000000,0.7330000000,0.3840000000,0.0992000000,0.0005868810,0.0005792950,0.0010235000,0.0010233900,196.4680000000,194.7940000000,263.6400000000,263.1160000000
375.2200000000,229.3500000000,480.3460000000,173.0380000000,0.7350000000,0.3840000000,0.0985000000,0.0005866250,0.0005801250,0.0010235500,0.0010234300,196.4150000000,194.9790000000,263.6340000000,263.1790000000
375.5810000000,230.5700000000,481.6180000000,171.7660000000,0.7370000000,0.3840000000,0.0979000000,0.0005863610,0.0005809150,0.0010236500,0.0010235300,196.3640000000,195.1590000000,263.6390000000,263.2540000000
375.9390000000,231.7910000000,482.8910000000,170.4930000000,0.7390000000,0.3850000000,0.0972000000,0.0005861340,0.0005816690,0.0010237600,0.0010236300,196.3210000000,195.3320000000,263.6480000000,263.3260000000
376.2940000000,233.0130000000,484.1630000000,169.2210000000,0.7410000000,0.3850000000,0.0966000000,0.0005859940,0.0005823000,0.0010239000,0.0010237800,196.3000000000,195.4800000000,263.6710000000,263.3990000000
376.6470000000,234.2350000000,485.4350000000,167.9490000000,0.7430000000,0.3860000000,0.0959000000,0.0005858220,0.0005829630,0.0010240500,0.0010239200,196.2720000000,195.6350000000,263.6920000000,263.4750000000
376.9970000000,235.4580000000,486.7080000000,166.6760000000,0.7450000000,0.3860000000,0.0953000000,0.0005857050,0.0005835430,0.0010242300,0.0010241000,196.2580000000,195.7740000000,263.7240000000,263.5520000000
377.3450000000,236.6820000000,487.9800000000,165.4040000000,0.7470000000,0.3870000000,0.0946000000,0.0005856120,0.0005840980,0.0010244100,0.0010242800,196.2490000000,195.9080000000,263.7570000000,263.6280000000
377.6900000000,237.9070000000,489.2520000000,164.1320000000,0.7490000000,0.3870000000,0.0940000000,0.0005855190,0.0005846330,0.0010246100,0.0010244700,196.2420000000,196.0390000000,263.7940000000,263.7060000000
378.0330000000,239.1320000000,490.5250000000,162.8590000000,0.7510000000,0.3870000000,0.0933000000,0.0005854000,0.0005851940,0.0010248000,0.0010246700,196.2290000000,196.1750000000,263.8290000000,263.7860000000
378.3720000000,240.3580000000,491.7970000000,161.5870000000,0.7530000000,0.3880000000,0.0927000000,0.0005853990,0.0005856230,0.0010250100,0.0010248800,196.2420000000,196.2830000000,263.8740000000,263.8600000000
378.7100000000,241.5850000000,493.0690000000,160.3150000000,0.7550000000,0.3880000000,0.0920000000,0.0005854230,0.0005860260,0.0010252100,0.0010250800,196.2610000000,196.3850000000,263.9200000000,263.9320000000
379.0440000000,242.8130000000,494.3420000000,159.0420000000,0.7570000000,0.3890000000,0.0913000000,0.0005855030,0.0005863630,0.0010254100,0.0010252900,196.2920000000,196.4720000000,263.9700000000,263.9990000000
379.3760000000,244.0410000000,495.6140000000,157.7700000000,0.7590000000,0.3890000000,0.0907000000,0.0005855350,0.0005867490,0.0010256200,0.0010255000,196.3120000000,196.5710000000,264.0180000000,264.0700000000
379.7060000000,245.2700000000,496.8860000000,156.4980000000,0.7600000000,0.3890000000,0.0900000000,0.0005856460,0.0005870480,0.0010258200,0.0010257000,196.3500000000,196.6500000000,264.0690000000,264.1350000000
380.0320000000,246.5000000000,498.1590000000,155.2250000000,0.7620000000,0.3900000000,0.0894000000,0.0005857540,0.0005873500,0.0010260200,0.0010259000,196.3870000000,196.7300000000,264.1210000000,264.2000000000
380.3570000000,247.7300000000,499.4310000000,153.9530000000,0.7640000000,0.3900000000,0.0887000000,0.0005858070,0.0005877010,0.0010262200,0.0010261000,196.4120000000,196.8200000000,264.1670000000,264.2660000000
380.6780000000,248.9610000000,500.7030000000,152.6810000000,0.7660000000,0.3910000000,0.0880000000,0.0005859170,0.0005879970,0.0010264100,0.0010263000,196.4480000000,196.8980000000,264.2170000000,264.3290000000
380.9970000000,250.1930000000,501.9760000000,151.4080000000,0.7680000000,0.3910000000,0.0874000000,0.0005861570,0.0005881580,0.0010266000,0.0010264800,196.5130000000,196.9460000000,264.2730000000,264.3800000000
381.3140000000,251.4250000000,503.2480000000,150.1360000000,0.7700000000,0.3920000000,0.0867000000,0.0005863680,0.0005883490,0.0010267800,0.0010266700,196.5720000000,197.0000000000,264.3270000000,264.4340000000
381.6270000000,252.6580000000,504.5200000000,148.8640000000,0.7720000000,0.3920000000,0.0860000000,0.0005864950,0.0005886200,0.0010269500,0.0010268500,196.6110000000,197.0710000000,264.3740000000,264.4910000000
381.9390000000,253.8920000000,505.7930000000,147.5910000000,0.7740000000,0.3920000000,0.0853000000,0.0005866180,0.0005888950,0.0010271300,0.0010270200,196.6500000000,197.1430000000,264.4200000000,264.5480000000
382.2470000000,255.1260000000,507.0650000000,146.3190000000,0.7760000000,0.3930000000,0.0847000000,0.0005868430,0.0005890670,0.0010272900,0.0010271900,196.7100000000,197.1920000000,264.4710000000,264.5950000000
382.5530000000,256.3610000000,508.3370000000,145.0470000000,0.7780000000,0.3930000000,0.0840000000,0.0005870730,0.0005892340,0.0010274500,0.0010273500,196.7710000000,197.2390000000,264.5210000000,264.6420000000
382.8560000000,257.5970000000,509.6100000000,143.7740000000,0.7800000000,0.3930000000,0.0833000000,0.0005872570,0.0005894440,0.0010276000,0.0010275000,196.8210000000,197.2960000000,264.5660000000,264.6900000000
383.1570000000,258.8330000000,510.8820000000,142.5020000000,0.7820000000,0.3940000000,0.0826000000,0.0005874670,0.0005896280,0.0010277500,0.0010276600,196.8770000000,197.3460000000,264.6130000000,264.7350000000
383.4550000000,260.0700000000,512.1540000000,141.2300000000,0.7840000000,0.3940000000,0.0819000000,0.0005877440,0.0005897420,0.0010278900,0.0010278000,196.9470000000,197.3810000000,264.6620000000,264.7740000000
383.7500000000,261.3080000000,513.4270000000,139.9570000000,0.7860000000,0.3940000000,0.0813000000,0.0005879660,0.0005899120,0.0010280300,0.0010279400,197.0050000000,197.4270000000,264.7070000000,264.8160000000
384.0430000000,262.5460000000,514.6990000000,138.6850000000,0.7880000000,0.3950000000,0.0806000000,0.0005881240,0.0005901420,0.0010281600,0.0010280700,197.0490000000,197.4870000000,264.7460000000,264.8600000000
384.3330000000,263.7850000000,515.9710000000,137.4130000000,0.7900000000,0.3950000000,0.0799000000,0.0005883080,0.0005903470,0.0010282900,0.0010282000,197.0980000000,197.5400000000,264.7870000000,264.9030000000
384.6210000000,265.0240000000,517.2440000000,136.1400000000,0.7920000000,0.3960000000,0.0792000000,0.0005885210,0.0005905190,0.0010284100,0.0010283200,197.1520000000,197.5860000000,264.8270000000,264.9410000000
384.9060000000,266.2640000000,518.5160000000,134.8680000000,0.7940000000,0.3960000000,0.0785000000,0.0005887360,0.0005906890,0.0010285200,0.0010284500,197.2070000000,197.6310000000,264.8670000000,264.9790000000
385.1880000000,267.5050000000,519.7880000000,133.5960000000,0.7960000000,0.3960000000,0.0778000000,0.0005890050,0.0005908020,0.0010286300,0.0010285600,197.2740000000,197.6630000000,264.9090000000,265.0100000000
385.4680000000,268.7460000000,521.0610000000,132.3230000000,0.7970000000,0.3970000000,0.0771000000,0.0005892690,0.0005909200,0.0010287400,0.0010286700,197.3390000000,197.6970000000,264.9500000000,265.0430000000
385.7450000000,269.9880000000,522.3330000000,131.0510000000,0.7990000000,0.3970000000,0.0764000000,0.0005894640,0.0005911020,0.0010288500,0.0010287700,197.3880000000,197.7440000000,264.9860000000,265.0780000000
386.0190000000,271.2300000000,523.6050000000,129.7790000000,0.8010000000,0.3970000000,0.0757000000,0.0005896900,0.0005912520,0.0010289500,0.0010288800,197.4450000000,197.7830000000,265.0230000000,265.1110000000
386.2910000000,272.4730000000,524.8780000000,128.5060000000,0.8030000000,0.3970000000,0.0750000000,0.0005899380,0.0005913750,0.0010290400,0.0010289800,197.5060000000,197.8170000000,265.0610000000,265.1400000000
386.5600000000,273.7170000000,526.1500000000,127.2340000000,0.8050000000,0.3980000000,0.0743000000,0.0005901600,0.0005915260,0.0010291400,0.0010290700,197.5610000000,197.8570000000,265.0960000000,265.1720000000
386.8260000000,274.9610000000,527.4220000000,125.9620000000,0.8070000000,0.3980000000,0.0736000000,0.0005903560,0.0005916940,0.0010292300,0.0010291700,197.6100000000,197.9000000000,265.1290000000,265.2030000000
387.0900000000,276.2060000000,528.6950000000,124.6890000000,0.8090000000,0.3980000000,0.0729000000,0.0005905490,0.0005918670,0.0010293200,0.0010292600,197.6580000000,197.9440000000,265.1620000000,265.2350000000
387.3510000000,277.4510000000,529.9670000000,123.4170000000,0.8110000000,0.3990000000,0.0722000000,0.0005907380,0.0005920360,0.0010294100,0.0010293500,197.7060000000,197.9870000000,265.1940000000,265.2650000000
387.6100000000,278.6970000000,531.2390000000,122.1450000000,0.8130000000,0.3990000000,0.0715000000,0.0005909280,0.0005922060,0.0010295000,0.0010294400,197.7530000000,198.0300000000,265.2250000000,265.2960000000
387.8660000000,279.9430000000,532.5120000000,120.8720000000,0.8150000000,0.3990000000,0.0708000000,0.0005911380,0.0005923480,0.0010295800,0.0010295200,197.8050000000,198.0670000000,265.2570000000,265.3240000000
388.1190000000,281.1900000000,533.7840000000,119.6000000000,0.8170000000,0.4000000000,0.0701000000,0.0005913240,0.0005925140,0.0010296600,0.0010296000,197.8510000000,198.1090000000,265.2880000000,265.3530000000
388.3700000000,282.4380000000,535.0560000000,118.3280000000,0.8190000000,0.4000000000,0.0694000000,0.0005914700,0.0005927130,0.0010297400,0.0010296800,197.8890000000,198.1580000000,265.3150000000,265.3840000000
388.6180000000,283.6850000000,536.3290000000,117.0550000000,0.8210000000,0.4000000000,0.0687000000,0.0005916720,0.0005928570,0.0010298200,0.0010297600,197.9380000000,198.1950000000,265.3450000000,265.4110000000
388.8630000000,284.9340000000,537.6010000000,115.7830000000,0.8230000000,0.4000000000,0.0679000000,0.0005918650,0.0005930020,0.0010299000,0.0010298400,197.9860000000,198.2320000000,265.3750000000,265.4380000000
389.1060000000,286.1830000000,538.8730000000,114.5110000000,0.8250000000,0.4010000000,0.0672000000,0.0005920580,0.0005931470,0.0010299700,0.0010299200,198.0330000000,198.2690000000,265.4040000000,265.4640000000
389.3460000000,287.4320000000,540.1460000000,113.2380000000,0.8270000000,0.4010000000,0.0665000000,0.0005922610,0.0005932750,0.0010300400,0.0010299900,198.0820000000,198.3020000000,265.4340000000,265.4890000000
389.5830000000,288.6820000000,541.4180000000,111.9660000000,0.8290000000,0.4010000000,0.0658000000,0.0005924090,0.0005934590,0.0010301200,0.0010300700,198.1200000000,198.3470000000,265.4590000000,265.5180000000
389.8180000000,289.9330000000,542.6900000000,110.6940000000,0.8310000000,0.4020000000,0.0651000000,0.0005925940,0.0005935970,0.0010301900,0.0010301400,198.1650000000,198.3820000000,265.4870000000,265.5430000000
390.0500000000,291.1840000000,543.9630000000,109.4210000000,0.8330000000,0.4020000000,0.0644000000,0.0005928340,0.0005936800,0.0010302600,0.0010302100,198.2230000000,198.4050000000,265.5190000000,265.5640000000
390.2790000000,292.4350000000,545.2350000000,108.1490000000,0.8340000000,0.4020000000,0.0636000000,0.0005929660,0.0005938630,0.0010303300,0.0010302800,198.2560000000,198.4500000000,265.5430000000,265.5920000000
390.5060000000,293.6870000000,546.5080000000,106.8760000000,0.8360000000,0.4020000000,0.0629000000,0.0005930450,0.0005940990,0.0010304000,0.0010303500,198.2780000000,198.5070000000,265.5640000000,265.6230000000
390.7300000000,294.9400000000,547.7800000000,105.6040000000,0.8380000000,0.4030000000,0.0622000000,0.0005932050,0.0005942470,0.0010304700,0.0010304200,198.3180000000,198.5440000000,265.5890000000,265.6480000000
390.9520000000,296.1930000000,549.0520000000,104.3320000000,0.8400000000,0.4030000000,0.0615000000,0.0005934200,0.0005943390,0.0010305400,0.0010304900,198.3700000000,198.5690000000,265.6180000000,265.6690000000
391.1710000000,297.4460000000,550.3250000000,103.0590000000,0.8420000000,0.4030000000,0.0608000000,0.0005935720,0.0005944860,0.0010306000,0.0010305600,198.4070000000,198.6050000000,265.6430000000,265.6940000000
391.3870000000,298.7000000000,551.5970000000,101.7870000000,0.8440000000,0.4030000000,0.0600000000,0.0005936960,0.0005946630,0.0010306700,0.0010306300,198.4390000000,198.6490000000,265.6660000000,265.7200000000
391.6000000000,299.9540000000,552.8690000000,100.5150000000,0.8460000000,0.4040000000,0.0593000000,0.0005938640,0.0005947860,0.0010307300,0.0010306900,198.4800000000,198.6800000000,265.6910000000,265.7430000000
391.8110000000,301.2090000000,554.1420000000,99.2420000000,0.8480000000,0.4040000000,0.0586000000,0.0005940030,0.0005949380,0.0010308000,0.0010307600,198.5150000000,198.7180000000,265.7140000000,265.7680000000
392.0190000000,302.4640000000,555.4140000000,97.9700000000,0.8500000000,0.4040000000,0.0579000000,0.0005941200,0.0005951060,0.0010308600,0.0010308300,198.5450000000,198.7590000000,265.7360000000,265.7930000000
392.2250000000,303.7200000000,556.6860000000,96.6980000000,0.8520000000,0.4040000000,0.0571000000,0.0005942930,0.0005952170,0.0010309300,0.0010308900,198.5870000000,198.7880000000,265.7610000000,265.8140000000
392.4280000000,304.9760000000,557.9590000000,95.4250000000,0.8540000000,0.4050000000,0.0564000000,0.0005944710,0.0005953150,0.0010309900,0.0010309500,198.6300000000,198.8130000000,265.7870000000,265.8350000000
392.6280000000,306.2330000000,559.2310000000,94.1530000000,0.8560000000,0.4050000000,0.0557000000,0.0005946190,0.0005954420,0.0010310500,0.0010310200,198.6670000000,198.8450000000,265.8100000000,265.8570000000
392.8250000000,307.4890000000,560.5030000000,92.8810000000,0.8580000000,0.4050000000,0.0549000000,0.0005947040,0.0005956250,0.0010311100,0.0010310800,198.6900000000,198.8900000000,265.8290000000,265.8830000000
393.0200000000,308.7470000000,561.7760000000,91.6080000000,0.8600000000,0.4050000000,0.0542000000,0.0005948180,0.0005957780,0.0010311700,0.0010311400,198.7190000000,198.9270000000,265.8500000000,265.9060000000
393.2120000000,310.0050000000,563.0480000000,90.3360000000,0.8620000000,0.4050000000,0.0535000000,0.0005949720,0.0005958850,0.0010312300,0.0010312000,198.7560000000,198.9550000000,265.8740000000,265.9270000000
393.4020000000,311.2630000000,564.3200000000,89.0640000000,0.8640000000,0.4060000000,0.0527000000,0.0005950680,0.0005960480,0.0010312900,0.0010312600,198.7820000000,198.9950000000,265.8930000000,265.9510000000
393.5890000000,312.5210000000,565.5930000000,87.7910000000,0.8660000000,0.4060000000,0.0520000000,0.0005952250,0.0005961430,0.0010313500,0.0010313200,198.8200000000,199.0200000000,265.9160000000,265.9700000000
393.7730000000,313.7800000000,566.8650000000,86.5190000000,0.8680000000,0.4060000000,0.0513000000,0.0005953830,0.0005962380,0.0010314100,0.0010313800,198.8590000000,199.0440000000,265.9400000000,265.9890000000
393.9540000000,315.0390000000,568.1370000000,85.2470000000,0.8700000000,0.4060000000,0.0505000000,0.0005954500,0.0005964150,0.0010314700,0.0010314400,198.8770000000,199.0870000000,265.9570000000,266.0140000000
394.1330000000,316.2990000000,569.4100000000,83.9740000000,0.8710000000,0.4070000000,0.0498000000,0.0005955450,0.0005965640,0.0010315200,0.0010315000,198.9020000000,199.1240000000,265.9750000000,266.0360000000
394.3090000000,317.5590000000,570.6820000000,82.7020000000,0.8730000000,0.4070000000,0.0491000000,0.0005956560,0.0005966910,0.0010315800,0.0010315500,198.9300000000,199.1550000000,265.9950000000,266.0570000000
394.4830000000,318.8200000000,571.9540000000,81.4300000000,0.8750000000,0.4070000000,0.0483000000,0.0005957660,0.0005968180,0.0010316300,0.0010316100,198.9570000000,199.1870000000,266.0140000000,266.0780000000
394.6540000000,320.0810000000,573.2270000000,80.1570000000,0.8770000000,0.4070000000,0.0476000000,0.0005958980,0.0005969150,0.0010316900,0.0010316600,198.9900000000,199.2120000000,266.0340000000,266.0960000000
394.8220000000,321.3420000000,574.4990000000,78.8850000000,0.8790000000,0.4070000000,0.0469000000,0.0005960600,0.0005969840,0.0010317400,0.0010317100,199.0290000000,199.2300000000,266.0560000000,266.1120000000
394.9870000000,322.6030000000,575.7710000000,77.6130000000,0.8810000000,0.4080000000,0.0461000000,0.0005961890,0.0005970770,0.0010317900,0.0010317700,199.0610000000,199.2540000000,266.0760000000,266.1290000000
395.1500000000,323.8650000000,577.0440000000,76.3400000000,0.8830000000,0.4080000000,0.0454000000,0.0005963160,0.0005971720,0.0010318400,0.0010318200,199.0920000000,199.2790000000,266.0960000000,266.1470000000
395.3100000000,325.1270000000,578.3160000000,75.0680000000,0.8850000000,0.4080000000,0.0446000000,0.0005964190,0.0005972840,0.0010318900,0.0010318700,199.1180000000,199.3060000000,266.1130000000,266.1650000000
395.4670000000,326.3900000000,579.5880000000,73.7960000000,0.8870000000,0.4080000000,0.0439000000,0.0005964400,0.0005974770,0.0010319400,0.0010319200,199.1260000000,199.3520000000,266.1260000000,266.1900000000
395.6220000000,327.6530000000,580.8610000000,72.5230000000,0.8890000000,0.4080000000,0.0431000000,0.0005965380,0.0005975860,0.0010319900,0.0010319700,199.1510000000,199.3790000000,266.1430000000,266.2070000000
395.7740000000,328.9160000000,582.1330000000,71.2510000000,0.8910000000,0.4080000000,0.0424000000,0.0005966940,0.0005976370,0.0010320400,0.0010320200,199.1880000000,199.3940000000,266.1640000000,266.2210000000
395.9240000000,330.1800000000,583.4050000000,69.9790000000,0.8930000000,0.4090000000,0.0417000000,0.0005967730,0.0005977580,0.0010320800,0.0010320600,199.2080000000,199.4240000000,266.1790000000,266.2400000000
396.0700000000,331.4440000000,584.6780000000,68.7060000000,0.8950000000,0.4090000000,0.0409000000,0.0005968790,0.0005978520,0.0010321300,0.0010321100,199.2350000000,199.4470000000,266.1960000000,266.2560000000
396.2150000000,332.7080000000,585.9500000000,67.4340000000,0.8970000000,0.4090000000,0.0402000000,0.0005970090,0.0005979140,0.0010321700,0.0010321500,199.2660000000,199.4640000000,266.2140000000,266.2700000000
396.3560000000,333.9720000000,587.2220000000,66.1620000000,0.8990000000,0.4090000000,0.0394000000,0.0005971120,0.0005980040,0.0010322200,0.0010322000,199.2920000000,199.4870000000,266.2310000000,266.2860000000
396.4950000000,335.2370000000,588.4950000000,64.8890000000,0.9010000000,0.4090000000,0.0387000000,0.0005971730,0.0005981280,0.0010322600,0.0010322400,199.3080000000,199.5170000000,266.2440000000,266.3030000000
396.6310000000,336.5020000000,589.7670000000,63.6170000000,0.9030000000,0.4090000000,0.0379000000,0.0005972620,0.0005982240,0.0010323000,0.0010322900,199.3300000000,199.5410000000,266.2590000000,266.3190000000
396.7640000000,337.7670000000,591.0390000000,62.3450000000,0.9050000000,0.4100000000,0.0372000000,0.0005973980,0.0005982650,0.0010323400,0.0010323300,199.3630000000,199.5520000000,266.2770000000,266.3310000000
396.8940000000,339.0330000000,592.3120000000,61.0720000000,0.9070000000,0.4100000000,0.0364000000,0.0005974520,0.0005983890,0.0010323800,0.0010323700,199.3770000000,199.5820000000,266.2900000000,266.3490000000
397.0220000000,340.2990000000,593.5840000000,59.8000000000,0.9080000000,0.4100000000,0.0357000000,0.0005974880,0.0005985230,0.0010324200,0.0010324100,199.3880000000,199.6140000000,266.3010000000,266.3660000000
397.1480000000,341.5650000000,594.8560000000,58.5280000000,0.9100000000,0.4100000000,0.0349000000,0.0005975780,0.0005986030,0.0010324600,0.0010324500,199.4100000000,199.6350000000,266.3160000000,266.3800000000
397.2700000000,342.8310000000,596.1290000000,57.2550000000,0.9120000000,0.4100000000,0.0342000000,0.0005976610,0.0005986840,0.0010325000,0.0010324900,199.4310000000,199.6550000000,266.3290000000,266.3940000000
397.3900000000,344.0980000000,597.4010000000,55.9830000000,0.9140000000,0.4100000000,0.0334000000,0.0005977450,0.0005987630,0.0010325400,0.0010325200,199.4520000000,199.6750000000,266.3430000000,266.4070000000
397.5070000000,345.3650000000,598.6730000000,54.7110000000,0.9160000000,0.4100000000,0.0327000000,0.0005978330,0.0005988300,0.0010325700,0.0010325600,199.4740000000,199.6920000000,266.3560000000,266.4190000000
397.6220000000,346.6320000000,599.9460000000,53.4380000000,0.9180000000,0.4110000000,0.0319000000,0.0005979500,0.0005988700,0.0010326100,0.0010325900,199.5020000000,199.7030000000,266.3720000000,266.4300000000
397.7340000000,347.9000000000,601.2180000000,52.1660000000,0.9200000000,0.4110000000,0.0312000000,0.0005980000,0.0005989690,0.0010326400,0.0010326300,199.5150000000,199.7270000000,266.3820000000,266.4440000000
397.8430000000,349.1670000000,602.4900000000,50.8940000000,0.9220000000,0.4110000000,0.0304000000,0.0005980230,0.0005990950,0.0010326700,0.0010326600,199.5220000000,199.7570000000,266.3910000000,266.4590000000
397.9490000000,350.4350000000,603.7630000000,49.6210000000,0.9240000000,0.4110000000,0.0297000000,0.0005980740,0.0005991860,0.0010327000,0.0010326900,199.5350000000,199.7790000000,266.4010000000,266.4720000000
398.0530000000,351.7030000000,605.0350000000,48.3490000000,0.9260000000,0.4110000000,0.0289000000,0.0005981250,0.0005992770,0.0010327300,0.0010327200,199.5480000000,199.8010000000,266.4110000000,266.4850000000
398.1540000000,352.9720000000,606.3070000000,47.0770000000,0.9280000000,0.4110000000,0.0281000000,0.0005982140,0.0005993240,0.0010327600,0.0010327500,199.5700000000,199.8130000000,266.4230000000,266.4940000000
398.2520000000,354.2400000000,607.5800000000,45.8040000000,0.9300000000,0.4110000000,0.0274000000,0.0005983310,0.0005993430,0.0010327900,0.0010327800,199.5970000000,199.8190000000,266.4360000000,266.5010000000
398.3480000000,355.5090000000,608.8520000000,44.5320000000,0.9320000000,0.4110000000,0.0266000000,0.0005984130,0.0005993900,0.0010328100,0.0010328000,199.6170000000,199.8310000000,266.4470000000,266.5100000000
398.4410000000,356.7780000000,610.1240000000,43.2600000000,0.9340000000,0.4120000000,0.0259000000,0.0005984670,0.0005994650,0.0010328400,0.0010328300,199.6300000000,199.8490000000,266.4560000000,266.5200000000
398.5310000000,358.0470000000,611.3970000000,41.9870000000,0.9360000000,0.4120000000,0.0251000000,0.0005985800,0.0005994740,0.0010328600,0.0010328500,199.6570000000,199.8530000000,266.4690000000,266.5260000000
398.6190000000,359.3160000000,612.6690000000,40.7150000000,0.9380000000,0.4120000000,0.0244000000,0.0005986930,0.0005994830,0.0010328800,0.0010328700,199.6830000000,199.8560000000,266.4810000000,266.5320000000
398.7040000000,360.5860000000,613.9410000000,39.4430000000,0.9400000000,0.4120000000,0.0236000000,0.0005987060,0.0005995830,0.0010329000,0.0010329000,199.6870000000,199.8800000000,266.4870000000,266.5430000000
398.7860000000,361.8550000000,615.2140000000,38.1700000000,0.9420000000,0.4120000000,0.0228000000,0.0005987190,0.0005996850,0.0010329300,0.0010329200,199.6910000000,199.9030000000,266.4920000000,266.5550000000
398.8660000000,363.1250000000,616.4860000000,36.8980000000,0.9440000000,0.4120000000,0.0221000000,0.0005988050,0.0005997060,0.0010329500,0.0010329400,199.7120000000,199.9090000000,266.5030000000,266.5610000000
398.9430000000,364.3950000000,617.7580000000,35.6260000000,0.9450000000,0.4120000000,0.0213000000,0.0005988640,0.0005997530,0.0010329700,0.0010329600,199.7260000000,199.9210000000,266.5110000000,266.5690000000
