10.000000,1.006785
20.000000,1.001193
30.000000,1.000080
40.000000,0.998995
50.000000,0.997865
60.000000,0.996513
70.000000,0.995261
80.000000,0.993069
90.000000,0.991994
100.000000,0.989374
110.000000,0.981753
120.000000,0.979860
130.000000,0.979627
140.000000,0.981828
150.000000,0.979367
160.000000,0.974658
170.000000,0.973307
180.000000,0.971309
190.000000,0.967758
200.000000,0.965735
220.000000,0.959501
240.000000,0.953738
260.000000,0.946714
280.000000,0.939569
300.000000,0.931816
320.000000,0.923881
340.000000,0.915338
360.000000,0.905730
380.000000,0.896263
400.000000,0.886252
420.000000,0.877441
440.000000,0.867406
460.000000,0.857305
480.000000,0.846775
500.000000,0.863300
550.000000,0.915830
600.000000,0.958138
650.000000,0.985835
700.000000,0.998504
750.000000,0.999563
800.000000,0.999447
850.000000,0.999314
900.000000,0.999183
950.000000,0.999057
1000.000000,0.998931
1050.000000,0.998796
1100.000000,0.998667
1150.000000,0.998532
1200.000000,0.998399
1250.000000,0.998264
1300.000000,0.998135
1350.000000,0.997994
1400.000000,0.997854
1450.000000,0.997720
1500.000000,0.997567
1550.000000,0.997427
1600.000000,0.997283
1650.000000,0.997132
1700.000000,0.996981
1750.000000,0.996832
1800.000000,0.996686
1850.000000,0.996530
1900.000000,0.996723
1950.000000,0.996209
2000.000000,0.996055
