R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
327.663,801.74,198.26,894.455,7.72E-01,6.92132,12.4192,3.70E-03,3.84E-03,8.36E-03,8.37E-03,1.36E+03,1.39E+03,2.08E+03,2.09E+03
328.598,803.43,196.57,896.387,7.73E-01,6.95781,12.4311,3.69E-03,3.83E-03,8.39E-03,8.40E-03,1.36E+03,1.40E+03,2.09E+03,2.10E+03
329.538,805.118,194.882,898.318,7.75E-01,6.99471,12.4433,3.69E-03,3.82E-03,8.43E-03,8.44E-03,1.37E+03,1.40E+03,2.09E+03,2.11E+03
330.484,806.802,193.198,900.25,7.77E-01,7.03202,12.456,3.68E-03,3.82E-03,8.46E-03,8.47E-03,1.37E+03,1.40E+03,2.10E+03,2.11E+03
331.435,808.484,191.516,902.182,7.78E-01,7.06974,12.469,3.67E-03,3.81E-03,8.50E-03,8.51E-03,1.37E+03,1.40E+03,2.11E+03,2.12E+03
332.391,810.163,189.837,904.114,7.80E-01,7.10787,12.4824,3.66E-03,3.81E-03,8.53E-03,8.55E-03,1.37E+03,1.40E+03,2.12E+03,2.13E+03
333.352,811.838,188.162,906.046,7.82E-01,7.14642,12.4962,3.66E-03,3.80E-03,8.57E-03,8.58E-03,1.37E+03,1.40E+03,2.12E+03,2.14E+03
334.319,813.511,186.489,907.978,7.83E-01,7.18539,12.5104,3.65E-03,3.79E-03,8.61E-03,8.62E-03,1.37E+03,1.40E+03,2.13E+03,2.14E+03
335.291,815.181,184.819,909.91,7.85E-01,7.22477,12.525,3.64E-03,3.79E-03,8.64E-03,8.66E-03,1.37E+03,1.40E+03,2.14E+03,2.15E+03
336.267,816.848,183.152,911.842,7.87E-01,7.26456,12.54,3.63E-03,3.78E-03,8.68E-03,8.69E-03,1.37E+03,1.40E+03,2.15E+03,2.16E+03
337.249,818.511,181.489,913.773,7.88E-01,7.30477,12.5555,3.62E-03,3.77E-03,8.72E-03,8.73E-03,1.37E+03,1.40E+03,2.16E+03,2.17E+03
338.236,820.172,179.828,915.705,7.90E-01,7.34539,12.5713,3.62E-03,3.77E-03,8.76E-03,8.77E-03,1.37E+03,1.41E+03,2.16E+03,2.18E+03
339.229,821.83,178.17,917.637,7.92E-01,7.38644,12.5876,3.61E-03,3.76E-03,8.79E-03,8.81E-03,1.37E+03,1.41E+03,2.17E+03,2.18E+03
340.226,823.484,176.516,919.569,7.93E-01,7.42791,12.6043,3.60E-03,3.75E-03,8.83E-03,8.85E-03,1.37E+03,1.41E+03,2.18E+03,2.19E+03
341.228,825.135,174.865,921.501,7.95E-01,7.4698,12.6214,3.59E-03,3.75E-03,8.87E-03,8.89E-03,1.37E+03,1.41E+03,2.19E+03,2.20E+03
342.236,826.784,173.216,923.433,7.97E-01,7.51212,12.639,3.58E-03,3.74E-03,8.91E-03,8.93E-03,1.38E+03,1.41E+03,2.19E+03,2.21E+03
343.249,828.429,171.571,925.365,7.98E-01,7.55486,12.657,3.58E-03,3.73E-03,8.95E-03,8.97E-03,1.38E+03,1.41E+03,2.20E+03,2.22E+03
344.266,830.071,169.929,927.297,8.00E-01,7.59804,12.6754,3.57E-03,3.73E-03,8.99E-03,9.01E-03,1.38E+03,1.41E+03,2.21E+03,2.23E+03
345.289,831.71,168.29,929.228,8.02E-01,7.64165,12.6944,3.56E-03,3.72E-03,9.03E-03,9.05E-03,1.38E+03,1.41E+03,2.22E+03,2.23E+03
346.317,833.346,166.654,931.16,8.03E-01,7.6857,12.7138,3.55E-03,3.71E-03,9.07E-03,9.09E-03,1.38E+03,1.41E+03,2.23E+03,2.24E+03
347.35,834.978,165.022,933.092,8.05E-01,7.73018,12.7336,3.54E-03,3.70E-03,9.11E-03,9.13E-03,1.38E+03,1.42E+03,2.24E+03,2.25E+03
348.388,836.608,163.392,935.024,8.07E-01,7.77509,12.7539,3.53E-03,3.70E-03,9.16E-03,9.17E-03,1.38E+03,1.42E+03,2.25E+03,2.26E+03
349.431,838.234,161.766,936.956,8.08E-01,7.82045,12.7747,3.53E-03,3.69E-03,9.20E-03,9.21E-03,1.38E+03,1.42E+03,2.25E+03,2.27E+03
350.479,839.857,160.143,938.888,8.10E-01,7.86624,12.796,3.52E-03,3.68E-03,9.24E-03,9.26E-03,1.38E+03,1.42E+03,2.26E+03,2.28E+03
351.532,841.476,158.524,940.82,8.12E-01,7.91248,12.8178,3.51E-03,3.68E-03,9.28E-03,9.30E-03,1.38E+03,1.42E+03,2.27E+03,2.29E+03
352.59,843.093,156.907,942.752,8.13E-01,7.95916,12.84,3.50E-03,3.67E-03,9.33E-03,9.34E-03,1.38E+03,1.42E+03,2.28E+03,2.30E+03
353.653,844.706,155.294,944.683,8.15E-01,8.0063,12.8628,3.49E-03,3.66E-03,9.37E-03,9.39E-03,1.38E+03,1.42E+03,2.29E+03,2.30E+03
354.721,846.316,153.684,946.615,8.17E-01,8.05391,12.8861,3.48E-03,3.66E-03,9.41E-03,9.43E-03,1.39E+03,1.43E+03,2.30E+03,2.31E+03
355.794,847.922,152.078,948.547,8.18E-01,8.10199,12.91,3.47E-03,3.65E-03,9.46E-03,9.48E-03,1.39E+03,1.43E+03,2.31E+03,2.32E+03
356.871,849.525,150.475,950.479,8.20E-01,8.15055,12.9343,3.46E-03,3.65E-03,9.50E-03,9.52E-03,1.39E+03,1.43E+03,2.32E+03,2.33E+03
357.954,851.125,148.875,952.411,8.22E-01,8.19961,12.9593,3.45E-03,3.64E-03,9.55E-03,9.57E-03,1.39E+03,1.43E+03,2.33E+03,2.34E+03
359.042,852.722,147.278,954.343,8.23E-01,8.24917,12.9848,3.44E-03,3.63E-03,9.59E-03,9.61E-03,1.39E+03,1.43E+03,2.33E+03,2.35E+03
360.135,854.315,145.685,956.275,8.25E-01,8.29926,13.0108,3.42E-03,3.63E-03,9.64E-03,9.66E-03,1.39E+03,1.43E+03,2.34E+03,2.36E+03
361.232,855.905,144.095,958.206,8.27E-01,8.34988,13.0375,3.41E-03,3.62E-03,9.69E-03,9.70E-03,1.39E+03,1.44E+03,2.35E+03,2.37E+03
362.335,857.491,142.509,960.138,8.28E-01,8.40107,13.0648,3.40E-03,3.62E-03,9.73E-03,9.75E-03,1.39E+03,1.44E+03,2.36E+03,2.38E+03
363.442,859.074,140.926,962.07,8.30E-01,8.45284,13.0928,3.38E-03,3.62E-03,9.78E-03,9.80E-03,1.39E+03,1.44E+03,2.37E+03,2.39E+03
364.555,860.654,139.346,964.002,8.32E-01,8.50522,13.1214,3.37E-03,3.61E-03,9.83E-03,9.85E-03,1.39E+03,1.44E+03,2.38E+03,2.40E+03
365.672,862.23,137.77,965.934,8.33E-01,8.55824,13.1508,3.36E-03,3.61E-03,9.88E-03,9.90E-03,1.39E+03,1.45E+03,2.39E+03,2.41E+03
366.794,863.802,136.198,967.866,8.35E-01,8.61194,13.1808,3.34E-03,3.61E-03,9.92E-03,9.95E-03,1.39E+03,1.45E+03,2.40E+03,2.42E+03
367.921,865.371,134.629,969.798,8.37E-01,8.66636,13.2116,3.32E-03,3.61E-03,9.97E-03,1.00E-02,1.39E+03,1.45E+03,2.41E+03,2.43E+03
369.053,866.937,133.063,971.73,8.38E-01,8.72152,13.2433,3.31E-03,3.61E-03,1.00E-02,1.00E-02,1.39E+03,1.45E+03,2.42E+03,2.45E+03
370.189,868.499,131.501,973.661,8.40E-01,8.77747,13.2757,3.29E-03,3.61E-03,1.01E-02,1.01E-02,1.39E+03,1.46E+03,2.43E+03,2.46E+03
371.331,870.057,129.943,975.593,8.42E-01,8.83428,13.3091,3.27E-03,3.61E-03,1.01E-02,1.02E-02,1.39E+03,1.46E+03,2.44E+03,2.47E+03
372.477,871.613,128.387,977.525,8.43E-01,8.89197,13.3434,3.25E-03,3.61E-03,1.02E-02,1.02E-02,1.39E+03,1.47E+03,2.45E+03,2.48E+03
373.628,873.164,126.836,979.457,8.45E-01,8.95062,13.3787,3.23E-03,3.61E-03,1.02E-02,1.03E-02,1.38E+03,1.47E+03,2.46E+03,2.49E+03
374.784,874.712,125.288,981.389,8.47E-01,9.01029,13.415,3.21E-03,3.61E-03,1.03E-02,1.03E-02,1.38E+03,1.47E+03,2.47E+03,2.50E+03
375.945,876.256,123.744,983.321,8.48E-01,9.07103,13.4524,3.18E-03,3.61E-03,1.03E-02,1.04E-02,1.38E+03,1.48E+03,2.48E+03,2.52E+03
377.11,877.797,122.203,985.253,8.50E-01,9.13291,13.491,3.16E-03,3.61E-03,1.04E-02,1.04E-02,1.38E+03,1.48E+03,2.49E+03,2.53E+03
378.28,879.334,120.666,987.184,8.52E-01,9.19601,13.5308,3.13E-03,3.62E-03,1.05E-02,1.05E-02,1.38E+03,1.49E+03,2.50E+03,2.54E+03
379.455,880.868,119.132,989.116,8.53E-01,9.26041,13.572,3.11E-03,3.62E-03,1.05E-02,1.05E-02,1.38E+03,1.49E+03,2.52E+03,2.56E+03
380.635,882.398,117.602,991.048,8.55E-01,9.32618,13.6145,3.08E-03,3.63E-03,1.06E-02,1.06E-02,1.37E+03,1.50E+03,2.53E+03,2.57E+03
381.819,883.924,116.076,992.98,8.57E-01,9.39341,13.6585,3.05E-03,3.63E-03,1.06E-02,1.07E-02,1.37E+03,1.50E+03,2.54E+03,2.58E+03
383.008,885.447,114.553,994.912,8.58E-01,9.4622,13.704,3.02E-03,3.64E-03,1.07E-02,1.07E-02,1.37E+03,1.51E+03,2.55E+03,2.60E+03
384.202,886.966,113.034,996.844,8.60E-01,9.53262,13.7512,2.99E-03,3.64E-03,1.08E-02,1.08E-02,1.37E+03,1.51E+03,2.56E+03,2.61E+03
385.4,888.481,111.519,998.776,8.62E-01,9.60478,13.8001,2.96E-03,3.65E-03,1.08E-02,1.09E-02,1.37E+03,1.52E+03,2.58E+03,2.63E+03
386.603,889.992,110.008,1.00E+03,8.63E-01,9.67876,13.8508,2.93E-03,3.65E-03,1.09E-02,1.09E-02,1.36E+03,1.52E+03,2.59E+03,2.64E+03
387.811,891.5,108.5,1.00E+03,8.65E-01,9.75466,13.9035,2.90E-03,3.66E-03,1.10E-02,1.10E-02,1.36E+03,1.53E+03,2.60E+03,2.66E+03
389.024,893.004,106.996,1.00E+03,8.67E-01,9.83259,13.9582,2.86E-03,3.66E-03,1.10E-02,1.11E-02,1.36E+03,1.54E+03,2.62E+03,2.68E+03
390.241,894.504,105.496,1.01E+03,8.68E-01,9.91264,14.0151,2.83E-03,3.66E-03,1.11E-02,1.12E-02,1.36E+03,1.54E+03,2.63E+03,2.69E+03
391.462,896.001,103.999,1.01E+03,8.70E-01,9.9949,14.0741,2.80E-03,3.67E-03,1.12E-02,1.12E-02,1.35E+03,1.55E+03,2.64E+03,2.71E+03
392.689,897.493,102.507,1.01E+03,8.72E-01,10.0795,14.1356,2.76E-03,3.67E-03,1.13E-02,1.13E-02,1.35E+03,1.55E+03,2.66E+03,2.73E+03
393.92,898.982,101.018,1.01E+03,8.73E-01,10.1664,14.1994,2.73E-03,3.67E-03,1.14E-02,1.14E-02,1.35E+03,1.56E+03,2.67E+03,2.75E+03
395.155,900.467,99.533,1.01E+03,8.75E-01,10.2559,14.2658,2.69E-03,3.67E-03,1.14E-02,1.15E-02,1.35E+03,1.56E+03,2.69E+03,2.76E+03
396.395,901.949,98.051,1.02E+03,8.77E-01,10.3479,14.3349,2.66E-03,3.67E-03,1.15E-02,1.16E-02,1.34E+03,1.57E+03,2.71E+03,2.78E+03
397.64,903.426,96.574,1.02E+03,8.78E-01,10.4425,14.4066,2.63E-03,3.66E-03,1.16E-02,1.17E-02,1.34E+03,1.57E+03,2.73E+03,2.80E+03
398.889,904.9,95.1,1.02E+03,8.80E-01,10.5399,14.4812,2.60E-03,3.66E-03,1.17E-02,1.17E-02,1.34E+03,1.58E+03,2.74E+03,2.82E+03
400.143,906.369,93.631,1.02E+03,8.82E-01,10.64,14.5587,2.57E-03,3.64E-03,1.18E-02,1.18E-02,1.34E+03,1.58E+03,2.76E+03,2.84E+03
401.401,907.835,92.165,1.02E+03,8.83E-01,10.7428,14.6391,2.54E-03,3.63E-03,1.19E-02,1.19E-02,1.34E+03,1.59E+03,2.78E+03,2.86E+03
402.664,909.297,90.703,1.03E+03,8.85E-01,10.8485,14.7225,2.52E-03,3.61E-03,1.20E-02,1.20E-02,1.34E+03,1.59E+03,2.80E+03,2.89E+03
403.932,910.755,89.245,1.03E+03,8.87E-01,10.957,14.809,2.49E-03,3.59E-03,1.21E-02,1.21E-02,1.35E+03,1.59E+03,2.82E+03,2.91E+03
405.204,912.209,87.791,1.03E+03,8.88E-01,11.0682,14.8986,2.48E-03,3.56E-03,1.22E-02,1.23E-02,1.35E+03,1.59E+03,2.84E+03,2.93E+03
406.48,913.659,86.341,1.03E+03,8.90E-01,11.1822,14.9912,2.46E-03,3.53E-03,1.23E-02,1.24E-02,1.35E+03,1.59E+03,2.87E+03,2.95E+03
407.761,915.106,84.894,1.03E+03,8.92E-01,11.2989,15.0868,2.45E-03,3.49E-03,1.24E-02,1.25E-02,1.36E+03,1.59E+03,2.89E+03,2.97E+03
409.046,916.548,83.452,1.04E+03,8.93E-01,11.4182,15.1854,2.44E-03,3.45E-03,1.25E-02,1.26E-02,1.36E+03,1.59E+03,2.91E+03,2.99E+03
410.336,917.986,82.014,1.04E+03,8.95E-01,11.5399,15.2869,2.45E-03,3.40E-03,1.26E-02,1.27E-02,1.37E+03,1.58E+03,2.94E+03,3.02E+03
411.63,919.42,80.58,1.04E+03,8.97E-01,11.6639,15.3912,2.45E-03,3.34E-03,1.28E-02,1.28E-02,1.38E+03,1.58E+03,2.97E+03,3.04E+03
412.929,920.851,79.149,1.04E+03,8.98E-01,11.7899,15.4982,2.47E-03,3.27E-03,1.29E-02,1.29E-02,1.39E+03,1.57E+03,2.99E+03,3.06E+03
414.232,922.277,77.723,1.04E+03,9.00E-01,11.9179,15.6076,2.49E-03,3.20E-03,1.30E-02,1.31E-02,1.40E+03,1.57E+03,3.02E+03,3.08E+03
415.539,923.699,76.301,1.05E+03,9.02E-01,12.0474,15.7193,2.52E-03,3.11E-03,1.31E-02,1.32E-02,1.42E+03,1.55E+03,3.05E+03,3.10E+03
416.851,925.117,74.883,1.05E+03,9.03E-01,12.1782,15.8328,2.56E-03,3.03E-03,1.32E-02,1.33E-02,1.44E+03,1.54E+03,3.08E+03,3.13E+03
418.167,926.531,73.469,1.05E+03,9.05E-01,12.3098,15.9481,2.61E-03,2.92E-03,1.34E-02,1.34E-02,1.46E+03,1.53E+03,3.11E+03,3.15E+03
419.488,927.941,72.059,1.05E+03,9.07E-01,12.442,16.0645,2.66E-03,2.81E-03,1.35E-02,1.36E-02,1.48E+03,1.51E+03,3.14E+03,3.17E+03
420.813,929.347,70.653,1.05E+03,9.08E-01,12.5741,16.1818,2.74E-03,2.68E-03,1.36E-02,1.37E-02,1.50E+03,1.49E+03,3.17E+03,3.19E+03
422.142,930.749,69.251,1.05E+03,9.10E-01,12.7056,16.2993,2.82E-03,2.55E-03,1.37E-02,1.38E-02,1.53E+03,1.47E+03,3.21E+03,3.20E+03
423.476,932.147,67.853,1.06E+03,9.12E-01,12.8361,16.4167,2.92E-03,2.40E-03,1.39E-02,1.39E-02,1.56E+03,1.45E+03,3.24E+03,3.22E+03
424.814,933.541,66.459,1.06E+03,9.13E-01,12.9647,16.5331,3.02E-03,2.25E-03,1.40E-02,1.41E-02,1.59E+03,1.42E+03,3.27E+03,3.24E+03
426.156,934.93,65.07,1.06E+03,9.15E-01,13.0909,16.6479,3.15E-03,2.08E-03,1.41E-02,1.42E-02,1.62E+03,1.39E+03,3.31E+03,3.25E+03
427.502,936.315,63.685,1.06E+03,9.17E-01,13.2138,16.7604,3.28E-03,1.90E-03,1.42E-02,1.43E-02,1.66E+03,1.36E+03,3.34E+03,3.26E+03
428.853,937.696,62.304,1.06E+03,9.18E-01,13.3327,16.8697,3.44E-03,1.70E-03,1.43E-02,1.44E-02,1.70E+03,1.32E+03,3.37E+03,3.27E+03
430.208,939.073,60.927,1.07E+03,9.20E-01,13.4466,16.9748,3.60E-03,1.51E-03,1.44E-02,1.45E-02,1.74E+03,1.29E+03,3.41E+03,3.28E+03
431.567,940.446,59.554,1.07E+03,9.22E-01,13.5546,17.0748,3.79E-03,1.29E-03,1.45E-02,1.46E-02,1.79E+03,1.24E+03,3.44E+03,3.29E+03
432.931,941.815,58.185,1.07E+03,9.23E-01,13.6556,17.1686,3.98E-03,1.07E-03,1.46E-02,1.47E-02,1.84E+03,1.20E+03,3.47E+03,3.29E+03
434.299,943.179,56.821,1.07E+03,9.25E-01,13.7486,17.255,4.20E-03,8.24E-04,1.47E-02,1.47E-02,1.89E+03,1.15E+03,3.51E+03,3.29E+03
435.671,944.539,55.461,1.07E+03,9.27E-01,13.8325,17.3327,4.42E-03,5.83E-04,1.48E-02,1.48E-02,1.95E+03,1.10E+03,3.54E+03,3.29E+03
437.047,945.895,54.105,1.08E+03,9.28E-01,13.9061,17.4005,4.68E-03,3.26E-04,1.48E-02,1.49E-02,2.00E+03,1.05E+03,3.57E+03,3.29E+03
438.427,947.247,52.753,1.08E+03,9.30E-01,13.9681,17.4569,4.93E-03,6.84E-05,1.49E-02,1.49E-02,2.06E+03,997.73,3.59E+03,3.28E+03
439.812,948.594,51.406,1.08E+03,9.32E-01,14.0173,17.5005,5.21E-03,-2.01E-04,1.49E-02,1.49E-02,2.13E+03,939.74,3.62E+03,3.27E+03
441.2,949.937,50.063,1.08E+03,9.33E-01,14.0523,17.5297,5.49E-03,-4.71E-04,1.49E-02,1.49E-02,2.19E+03,881.741,3.64E+03,3.25E+03
442.593,951.276,48.724,1.08E+03,9.35E-01,14.0718,17.543,5.80E-03,-7.46E-04,1.49E-02,1.49E-02,2.26E+03,820.254,3.66E+03,3.23E+03
443.99,952.61,47.39,1.09E+03,9.37E-01,14.0744,17.5386,6.11E-03,-1.02E-03,1.49E-02,1.49E-02,2.33E+03,758.59,3.68E+03,3.21E+03
445.391,953.94,46.06,1.09E+03,9.38E-01,14.0588,17.515,6.43E-03,-1.29E-03,1.49E-02,1.49E-02,2.39E+03,695.294,3.69E+03,3.18E+03
446.796,955.266,44.734,1.09E+03,9.40E-01,14.0234,17.4702,6.76E-03,-1.57E-03,1.48E-02,1.48E-02,2.46E+03,632.081,3.71E+03,3.15E+03
448.206,956.587,43.413,1.09E+03,9.42E-01,13.967,17.4027,7.10E-03,-1.82E-03,1.47E-02,1.47E-02,2.53E+03,568.862,3.71E+03,3.11E+03
449.619,957.904,42.096,1.09E+03,9.43E-01,13.8882,17.3105,7.44E-03,-2.08E-03,1.47E-02,1.46E-02,2.60E+03,505.618,3.71E+03,3.07E+03
451.036,959.217,40.783,1.10E+03,9.45E-01,13.7856,17.192,7.78E-03,-2.31E-03,1.45E-02,1.45E-02,2.67E+03,445.272,3.71E+03,3.02E+03
452.458,960.525,39.475,1.10E+03,9.47E-01,13.6579,17.0455,8.12E-03,-2.54E-03,1.44E-02,1.43E-02,2.73E+03,384.796,3.70E+03,2.98E+03
453.883,961.829,38.171,1.10E+03,9.48E-01,13.504,16.8691,8.45E-03,-2.73E-03,1.42E-02,1.41E-02,2.79E+03,330.133,3.68E+03,2.92E+03
455.313,963.128,36.872,1.10E+03,9.50E-01,13.3227,16.6612,8.78E-03,-2.92E-03,1.40E-02,1.39E-02,2.85E+03,275.403,3.66E+03,2.86E+03
456.746,964.423,35.577,1.10E+03,9.52E-01,13.1128,16.4204,9.08E-03,-3.04E-03,1.38E-02,1.36E-02,2.90E+03,230.585,3.62E+03,2.80E+03
458.184,965.714,34.286,1.11E+03,9.53E-01,12.8737,16.1451,9.38E-03,-3.17E-03,1.35E-02,1.34E-02,2.95E+03,185.697,3.59E+03,2.73E+03
459.625,967,33,1.11E+03,9.55E-01,12.6044,15.8341,9.63E-03,-3.21E-03,1.32E-02,1.30E-02,2.99E+03,154.71,3.54E+03,2.65E+03
461.071,968.282,31.718,1.11E+03,9.57E-01,12.3044,15.4863,9.88E-03,-3.25E-03,1.29E-02,1.27E-02,3.02E+03,123.782,3.49E+03,2.58E+03
462.52,969.559,30.441,1.11E+03,9.58E-01,11.9733,15.1007,1.01E-02,-3.19E-03,1.25E-02,1.23E-02,3.04E+03,111.949,3.42E+03,2.50E+03
463.974,970.832,29.168,1.11E+03,9.60E-01,11.611,14.6766,1.03E-02,-3.13E-03,1.22E-02,1.19E-02,3.06E+03,99.9811,3.35E+03,2.42E+03
465.431,972.1,27.9,1.11E+03,9.62E-01,11.2174,14.2137,1.03E-02,-2.93E-03,1.17E-02,1.15E-02,3.05E+03,112.93,3.26E+03,2.33E+03
466.892,973.364,26.636,1.12E+03,9.63E-01,10.7931,13.7118,1.04E-02,-2.74E-03,1.13E-02,1.10E-02,3.04E+03,125.888,3.17E+03,2.24E+03
468.357,974.623,25.377,1.12E+03,9.65E-01,10.3386,13.1714,1.04E-02,-2.38E-03,1.08E-02,1.05E-02,3.00E+03,169.823,3.06E+03,2.16E+03
469.826,975.878,24.122,1.12E+03,9.67E-01,9.85496,12.593,1.03E-02,-2.03E-03,1.03E-02,1.00E-02,2.96E+03,213.66,2.95E+03,2.07E+03
471.299,977.128,22.872,1.12E+03,9.68E-01,9.34359,11.9778,1.02E-02,-1.49E-03,9.78E-03,9.45E-03,2.88E+03,295.413,2.82E+03,1.98E+03
472.776,978.373,21.627,1.12E+03,9.70E-01,8.80632,11.3276,9.95E-03,-9.49E-04,9.24E-03,8.88E-03,2.80E+03,377.244,2.69E+03,1.89E+03
474.256,979.614,20.386,1.13E+03,9.72E-01,8.24531,10.6444,9.56E-03,-1.89E-04,8.64E-03,8.28E-03,2.67E+03,504.204,2.53E+03,1.81E+03
475.741,980.851,19.149,1.13E+03,9.73E-01,7.66333,9.93128,9.17E-03,5.71E-04,8.05E-03,7.67E-03,2.55E+03,631.013,2.37E+03,1.72E+03
477.229,982.082,17.918,1.13E+03,9.75E-01,7.06351,9.19155,8.55E-03,1.58E-03,7.42E-03,7.03E-03,2.37E+03,810.461,2.19E+03,1.65E+03
478.721,983.31,16.69,1.13E+03,9.77E-01,6.44969,8.42957,7.92E-03,2.59E-03,6.80E-03,6.39E-03,2.19E+03,989.906,2.02E+03,1.57E+03
480.217,984.532,15.468,1.13E+03,9.78E-01,5.82605,7.65023,7.03E-03,3.87E-03,6.15E-03,5.74E-03,1.95E+03,1.23E+03,1.81E+03,1.52E+03
481.716,985.75,14.25,1.14E+03,9.80E-01,5.19764,6.85951,6.13E-03,5.16E-03,5.50E-03,5.09E-03,1.71E+03,1.47E+03,1.61E+03,1.46E+03
483.22,986.964,13.036,1.14E+03,9.82E-01,4.56985,6.06402,4.92E-03,6.75E-03,4.86E-03,4.44E-03,1.40E+03,1.78E+03,1.39E+03,1.42E+03
484.727,988.172,11.828,1.14E+03,9.83E-01,3.94902,5.27159,3.71E-03,8.35E-03,4.21E-03,3.80E-03,1.09E+03,2.09E+03,1.17E+03,1.39E+03
486.237,989.376,10.624,1.14E+03,9.85E-01,3.34189,4.49079,2.15E-03,1.03E-02,3.59E-03,3.19E-03,708.328,2.47E+03,930.959,1.38E+03
487.752,990.575,9.425,1.14E+03,9.87E-01,2.75619,3.7316,5.81E-04,1.22E-02,2.97E-03,2.59E-03,323.811,2.85E+03,691.845,1.37E+03
489.27,991.77,8.23,1.15E+03,9.88E-01,2.20011,3.00472,-1.38E-03,1.45E-02,2.41E-03,2.05E-03,-143.58,3.32E+03,439.48,1.40E+03
490.792,992.96,7.04,1.15E+03,9.90E-01,1.68286,2.3224,-3.34E-03,1.68E-02,1.85E-03,1.51E-03,-611.15,3.78E+03,186.964,1.44E+03
492.318,994.145,5.855,1.15E+03,9.92E-01,1.21414,1.6978,-5.73E-03,1.94E-02,1.38E-03,1.08E-03,-1.17E+03,4.33E+03,-73.2455,1.52E+03
493.847,995.326,4.674,1.15E+03,9.93E-01,8.05E-01,1.14571,-8.12E-03,2.20E-02,9.17E-04,6.54E-04,-1.72E+03,4.89E+03,-333.577,1.60E+03
495.38,996.502,3.498,1.15E+03,9.95E-01,4.66E-01,6.82E-01,-1.10E-02,2.51E-02,5.86E-04,3.78E-04,-2.37E+03,5.53E+03,-594.436,1.74E+03
496.916,997.673,2.327,1.16E+03,9.97E-01,2.10E-01,3.24E-01,-1.38E-02,2.81E-02,2.55E-04,1.02E-04,-3.02E+03,6.18E+03,-855.466,1.87E+03
498.456,998.839,1.161,1.16E+03,9.98E-01,5.02E-02,8.96E-02,-1.72E-02,3.15E-02,1.08E-04,2.93E-05,-3.77E+03,6.92E+03,-1.11E+03,2.08E+03
500,1.00E+03,0,1.16E+03,1,-7.66E-30,6.28E-30,-2.05E-02,3.49E-02,-3.50E-05,-3.85E-05,-4.51E+03,7.66E+03,-1.36E+03,2.29E+03
